headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
When the Doctor’s Notes Hurt Your Feelings,2021-10-01,-0.264,"{'neg': 0.102, 'neu': 0.812, 'pos': 0.086, 'compound': -0.264}",Well,"Are you a “poor historian,” “well nourished” or in need of a “time out”? As patients gain access to their own medical records, the notes left by doctors can sting.","['Electronic Health Records', 'Doctors', 'internal-sub-only']",https://www.nytimes.com/2021/09/30/well/live/medical-records-misunderstanding.html,article,News
House Delays Vote on Infrastructure Bill as Democrats Feud,2021-10-01,0.8098,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.8098}",U.S.,"A liberal revolt left Democrats short of votes, but leaders insisted they would bring up the measure again on Friday, giving them more time to reach a deal on a separate climate and safety net bill.","['Infrastructure (Public Works)', 'American Jobs Plan (2021)', 'Federal Budget (US)', 'Law and Legislation', 'United States Politics and Government']",https://www.nytimes.com/2021/09/30/us/politics/infrastructure-democrats-pelosi.html,article,News
Tirzah’s Genre-Less Pop Embraces the Beauty of Uncertainty,2021-10-01,0.8225,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.8225}",Arts,"The British singer-songwriter’s new album, “Colourgrade,” is a fluid excursion through the contours of trip-hop, noise, R&B and electronic music.",['Music'],https://www.nytimes.com/2021/09/30/arts/music/tirzah-colourgrade-review.html,article,Review
Senate Confirms Biden’s Pick to Lead the Bureau of Land Management,2021-10-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Climate,"After a party-line vote, Tracy Stone-Manning became the leader of an agency that manages oil and gas drilling on public lands.","['Global Warming', 'Greenhouse Gas Emissions', 'Federal Lands', 'Oil (Petroleum) and Gasoline', 'Drilling and Boring']",https://www.nytimes.com/2021/09/30/climate/tracy-stone-manning-blm.html,article,News
UMass Amherst Hires Cybersecurity Firm to Investigate Racist Emails,2021-10-01,-0.8402,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.8402}",Education,"The university’s vice chancellor told students the emails, which targeted Black students, were part of a rise in “anti-Black racist incidents” on campus this academic year.","['Colleges and Universities', 'Discrimination', 'Black People', 'Blacks', 'E-Mail']",https://www.nytimes.com/2021/09/30/education/umass-amherst-racist-emails.html,article,News
‘Everything Going the Wrong Way’: Dollar Stores Hit a Pandemic Downturn,2021-10-01,-0.6358,"{'neg': 0.136, 'neu': 0.782, 'pos': 0.082, 'compound': -0.6358}",Business Day,"Their business model is being tested by worker burnout, pressure to raise wages, supply chain problems and growing local opposition.","['Shopping and Retail', 'Wages and Salaries', 'Labor and Jobs', 'Part-Time Employment', 'Working Hours', 'Workplace Hazards and Violations', 'International Trade and World Market']",https://www.nytimes.com/2021/09/30/business/dollar-stores-struggling-pandemic.html,article,News
Jeff Bezos’ Rocket Company Accused of Toxic Culture and Safety Issues,2021-10-01,0.2263,"{'neg': 0.029, 'neu': 0.889, 'pos': 0.082, 'compound': 0.2263}",Science,"Blue Origin launched the Amazon founder to the edge of space in July and has another flight planned in October, but the company has experienced other setbacks this year.","['Space and Astronomy', 'Sexual Harassment', 'Private Spaceflight', 'Rocket Science and Propulsion', 'Workplace Hazards and Violations']",https://www.nytimes.com/2021/09/30/science/jeff-bezos-blue-origin-safety.html,article,News
"The Senate moves to advance a bill raising the U.S. debt limit, inviting another clash with Republicans.",2021-10-01,-0.705,"{'neg': 0.11, 'neu': 0.862, 'pos': 0.028, 'compound': -0.705}",U.S.,"Senate Democrats pushed forward with a party-line procedural vote on the measure, but it is all but guaranteed to fail in the face of Republican opposition.","['National Debt (US)', 'United States Politics and Government']",https://www.nytimes.com/2021/09/30/us/politics/senate-debt-ceiling.html,article,News
Zoom’s $15 billion deal for Five9 is off.,2021-10-01,0.34,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.34}",Technology,The plan to merge had drawn scrutiny on national security grounds.,"['Mergers, Acquisitions and Divestitures']",https://www.nytimes.com/2021/09/30/technology/zooms-five9-deal-off.html,article,News
North Korea Continues a Barrage of Missile Tests,2021-10-01,-0.4404,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.4404}",World,"The North said it tested a new antiaircraft missile, the second missile test this week and the seventh this year, indicating that it is ramping up its weapons development.","['Defense and Military Forces', 'Missiles and Missile Defense Systems']",https://www.nytimes.com/2021/09/30/world/asia/north-korea-missile-tests.html,article,News
