headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
Ukraine Role Focuses New Attention on Giuliani’s Foreign Work,2019-07-01,0.0258,"{'neg': 0.0, 'neu': 0.976, 'pos': 0.024, 'compound': 0.0258}",U.S.,A Ukrainian-Russian developer says he hired the former New York mayor Rudolph W. Giuliani to lobby. Mr. Giuliani says he never lobbied the U.S. government.,"['United States International Relations', 'United States Politics and Government', 'Lobbying and Lobbyists']",https://www.nytimes.com/2019/06/30/us/politics/ukraine-giuliani-foreign-work.html,article,News
"A Global Gay Pride Weekend, in Photos",2019-07-01,0.2263,"{'neg': 0.039, 'neu': 0.9, 'pos': 0.062, 'compound': 0.2263}",World,"An outpouring of celebration, and a demand for change, 50 years after Stonewall.","['Homosexuality and Bisexuality', 'Parades', 'Demonstrations, Protests and Riots']",https://www.nytimes.com/2019/06/30/world/gay-pride-parades-photos.html,article,News
"In New Talks, U.S. May Settle for a Nuclear Freeze by North Korea",2019-07-01,0.6705,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6705}",World,"The idea taking shape inside the Trump administration would amount to negotiating a nuclear freeze that essentially enshrines the status quo, tacitly accepting the North as a nuclear power.","['ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'United States International Relations', 'Nuclear Weapons']",https://www.nytimes.com/2019/06/30/world/asia/trump-kim-north-korea-negotiations.html,article,News Analysis
Fiery Plane Crash Kills 10 People in Texas,2019-07-01,-0.9186,"{'neg': 0.283, 'neu': 0.717, 'pos': 0.0, 'compound': -0.9186}",U.S.,"The turboprop airplane crashed into a hangar at Addison Airport, killing eight passengers and two crew members.","['Aviation Accidents, Safety and Disasters', 'AIRLINES AND AIRPLANES', 'Deaths (Fatalities)', 'AIRPORTS']",https://www.nytimes.com/2019/06/30/us/addison-texas-plane-crash.html,article,News
Kamala Harris and Classmates Were Bused Across Berkeley. The Experience Changed Them.,2019-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,Fellow Berkeley public school students remember the early days of the integration effort: “We were all just kids trying to figure it out on our own.”,"['Segregation and Desegregation', 'Race and Ethnicity', 'Blacks', 'Black People', 'Presidential Election of 2020']",https://www.nytimes.com/2019/06/30/us/politics/kamala-harris-berkeley-busing.html,article,News
5 Cheap(ish) Things to Keep Your Bedroom Cool,2019-07-01,0.3182,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3182}",Smarter Living,"As summer heats up, here are some ways to keep cool at home.",[],https://www.nytimes.com/2019/06/30/smarter-living/5-cheap-ish-things-to-keep-your-bedroom-cool.html,article,News
"Quotation of the Day: A Prism of Pride and Revelry, Born 50 Years Ago",2019-07-01,0.34,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.34}",Today’s Paper,"Quotation of the Day for Monday, July 1, 2019.",[],https://www.nytimes.com/2019/06/30/todayspaper/quotation-of-the-day-a-prism-of-pride-and-revelry-born-50-years-ago.html,article,Quote
"Corrections: July 1, 2019",2019-07-01,0.2235,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2235}",Corrections,"No corrections appeared in print on Monday, July 1, 2019.",[],https://www.nytimes.com/2019/06/30/pageoneplus/corrections-july-1-2019.html,article,News
"S&P and Dow Follow Global Markets Higher, as Investors Take Heart in Trade Thaw",2019-07-01,-0.34,"{'neg': 0.047, 'neu': 0.933, 'pos': 0.021, 'compound': -0.34}",Business Day,"A resumption of negotiations between Washington and Beijing lifted markets. Still, many doubt the two sides can reach a deal anytime soon.","['International Trade and World Market', 'Economic Conditions and Trends', 'Stocks and Bonds', 'Gold', 'United States Politics and Government']",https://www.nytimes.com/2019/07/01/business/global-markets.html,article,News
On Politics: Trump Visits North Korea,2019-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,Mr. Trump became the first sitting American commander in chief to set foot in the reclusive country.,['United States Politics and Government'],https://www.nytimes.com/2019/06/30/us/politics/on-politics-trump-visits-north-korea.html,article,News
"North Korea, Hong Kong, Gay Pride: Your Monday Briefing",2019-07-01,0.34,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.34}",Briefing,Here’s what you need to know.,[],https://www.nytimes.com/2019/06/30/briefing/north-korea-hong-kong-pride.html,article,briefing
What to Watch Monday at Wimbledon,2019-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Sports,"Novak Djokovic, Naomi Osaka and Venus Williams are among those in action on the first day of the tournament.","['Tennis', 'Wimbledon Tennis Tournament']",https://www.nytimes.com/2019/07/01/sports/wimbledon-what-to-watch.html,article,News
"‘Big Little Lies’ Season 2, Episode 4 Recap: Unhinged",2019-07-01,0.1027,"{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.1027}",Arts,Is it still pretending if everyone can see through it?,['Television'],https://www.nytimes.com/2019/07/01/arts/television/big-little-lies-episode-4-recap.html,article,Review
"As Wimbledon Begins, Ashleigh Barty Is on Top of the World",2019-07-01,0.2023,"{'neg': 0.067, 'neu': 0.823, 'pos': 0.11, 'compound': 0.2023}",Sports,"Barty’s rise to No. 1 has been sudden — just 12 weeks in the top 10 before reaching the top spot, the fewest ever for a top-ranked woman.","['Tennis', 'Wimbledon Tennis Tournament']",https://www.nytimes.com/2019/07/01/sports/ashleigh-barty-wimbledon.html,article,News
What’s on TV Monday: ‘Divorce’ and ‘Veronica Mars’,2019-07-01,0.5859,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5859}",Arts,Sarah Jessica Parker’s comedy series returns for a fourth season. And the original “Veronica Mars” lands on Hulu ahead of a reboot.,"['Movies', 'Television']",https://www.nytimes.com/2019/07/01/arts/television/whats-on-tv-monday-divorce-and-veronica-mars.html,article,News
