headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
"Kellyanne Conway Casually Sits, and Etiquette Arbiters Take a Stand",2017-03-01,-0.0516,"{'neg': 0.051, 'neu': 0.882, 'pos': 0.067, 'compound': -0.0516}",U.S.,Photos of the counselor to the president sitting casually on a couch in the Oval Office were all the kindling needed to ignite into a battle over decorum.,"['Customs, Etiquette and Manners', 'Photography', 'Social Media', 'United States Politics and Government']",https://www.nytimes.com/2017/02/28/us/politics/kellyanne-conway-couch.html,article,News
Archdiocese of New York Seeks $100 Million Mortgage for Sexual Abuse Fund,2017-03-01,-0.8176,"{'neg': 0.227, 'neu': 0.65, 'pos': 0.123, 'compound': -0.8176}",New York,The mortgage will pay for a fund that grants monetary awards to abuse victims who agree to take no further legal action against the archdiocese.,"['Child Abuse and Neglect', 'Sex Crimes', 'Renting and Leasing (Real Estate)', 'Mortgages']",https://www.nytimes.com/2017/02/28/nyregion/archdiocese-sexual-abuse-fund-mortgage.html,article,News
Team New Zealand Hopes to Pedal to an America’s Cup Victory,2017-03-01,0.1012,"{'neg': 0.04, 'neu': 0.914, 'pos': 0.047, 'compound': 0.1012}",Sports,"In February, the Kiwis, the first to get their catamaran to hydrofoil ahead of the last Cup, unveiled a system to use stationary bikes on their boat.","[""AMERICA'S CUP"", 'Sailboats and Sailing', 'Bicycles and Bicycling']",https://www.nytimes.com/2017/02/28/sports/new-zealand-sailing-bicycle-stations.html,article,News
Quotation of the Day,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Today’s Paper,"Quotation of the Day for Wednesday, March 1, 2017.",[],https://www.nytimes.com/2017/02/28/todayspaper/quotation-of-the-day.html,article,Quote
"Hundreds of Workers Allege Sex Bias by Jeweler, Files Show",2017-03-01,-0.7906,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.7906}",Business Day,"Former Sterling employees described a sexual aggression, gender bias and abuses of power, newly released documents in an arbitration case show.","['Discrimination', 'Sexual Harassment', 'Women and Girls', 'Suits and Litigation (Civil)', 'ARBITRATION, CONCILIATION AND MEDIATION']",https://www.nytimes.com/2017/02/28/business/sterling-kay-jewelers-jared.html,article,News
Upstate Village Tables Pollution Deal With Saint-Gobain and Honeywell,2017-03-01,0.2728,"{'neg': 0.035, 'neu': 0.911, 'pos': 0.055, 'compound': 0.2728}",New York,A proposed $1 million settlement stemming from contamination of the Hoosic River will be reviewed after protests by Hoosick Falls residents.,"['Water Pollution', 'Hazardous and Toxic Substances']",https://www.nytimes.com/2017/02/28/nyregion/upstate-village-tables-pollution-deal-with-saint-gobain-and-honeywell.html,article,News
Full Speech: President Addresses Lawmakers,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,President Trump spoke before a joint session of Congress.,['United States Politics and Government'],https://www.nytimes.com/video/us/politics/100000004953687/president-addresses-lawmakers.html,multimedia,Video
Time Inc. Asks for Formal Bids From Potential Buyers,2017-03-01,-0.5106,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.5106}",Business Day,"The publisher of Time, People and Sports Illustrated is asking suitors to submit offers by next week. The company rejected a buyout offer last year.","['Mergers, Acquisitions and Divestitures', 'Magazines']",https://www.nytimes.com/2017/02/28/business/media/time-inc-people-sports-illustrated.html,article,News
Trump’s Speech to Congress and Democrats’ Response: Video and Analysis,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,"Times reporters analyzed President Trump’s address to Congress on Tuesday and the Democrats’ response, which was delivered by former Gov. Steve Beshear of Kentucky.",['United States Politics and Government'],https://www.nytimes.com/interactive/2017/02/28/us/politics/trump-congress-address-live-video-analysis.html,multimedia,Interactive Feature
"As Funds Invoke Bible Values, Others See Intolerance",2017-03-01,0.2023,"{'neg': 0.067, 'neu': 0.833, 'pos': 0.1, 'compound': 0.2023}",Business Day,Two new exchange traded funds offer a conservative evangelical — what is called “biblically responsible” — tilt to the so-called sin stocks investing approach.,"['Exchange Traded Funds', 'Homosexuality and Bisexuality', 'Christians and Christianity', 'Transgender and Transsexuals', 'Discrimination']",https://www.nytimes.com/2017/02/28/business/dealbook/christian-investment-funds.html,article,News
Knicks’ Big Question for Rest of Season: Who Fits the Triangle?,2017-03-01,0.296,"{'neg': 0.03, 'neu': 0.909, 'pos': 0.061, 'compound': 0.296}",Sports,"With the team in a no man’s land between a playoff berth and a top draft pick, the final six weeks will be used to evaluate players in a system the Knicks have solidified their commitment to.",['Draft and Recruitment (Sports)'],https://www.nytimes.com/2017/02/28/sports/basketball/knicks-draft-position-triangle-offense.html,article,News
Nuclear Plant’s Closing Raises New Fears for Jobs and Taxes,2017-03-01,-0.1088,"{'neg': 0.085, 'neu': 0.836, 'pos': 0.079, 'compound': -0.1088}",New York,"With the nuclear plant closest to New York City set to shut down, lawmakers sought assurances that the power supply and communities’ finances would not be hurt.","['Nuclear Energy', 'Shutdowns (Institutional)']",https://www.nytimes.com/2017/02/28/nyregion/indian-point-nuclear-plant-closing.html,article,News
Jets Tell Darrelle Revis They Plan to Release Him,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Sports,"Revis, who began a second stint with the Jets in 2015, had only one interception in 2016 and was set to make $15 million next season.",['Football'],https://www.nytimes.com/2017/02/28/sports/football/darrelle-revis-new-york-jets-release.html,article,News
Threats and Vandalism Leave American Jews on Edge in Trump Era,2017-03-01,-0.8481,"{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.8481}",U.S.,"At least 100 threatening calls have been made to Jewish community centers and schools since January, in a menacing pattern that has prompted a federal investigation.","['Jews and Judaism', 'Cemeteries', 'ANTI-SEMITISM', 'Vandalism', 'Hate Crimes', 'Threats and Threatening Messages', 'United States Politics and Government']",https://www.nytimes.com/2017/02/28/us/jewish-community-center-donald-trump.html,article,News
Was Texas Voter ID Law Biased? Justice Dept. Stays Out of Argument,2017-03-01,0.7184,"{'neg': 0.089, 'neu': 0.764, 'pos': 0.147, 'compound': 0.7184}",U.S.,"A previously scheduled hearing over the law had an awkward tone, one day after the Justice Department changed its position on a key issue.","['Voter Registration and Requirements', 'Blacks', 'Black People', 'Minorities', 'Hispanic-Americans']",https://www.nytimes.com/2017/02/28/us/texas-voter-id-justice-department.html,article,News
"Aileen Hernandez, 90, Ex-NOW President and Feminist Trailblazer, Dies",2017-03-01,-0.2023,"{'neg': 0.044, 'neu': 0.926, 'pos': 0.03, 'compound': -0.2023}",U.S.,Ms. Hernandez was one of the first African-American women to battle sex discrimination from inside the government and in the top ranks of the feminist movement.,"['Discrimination', ""Women's Rights"", 'Deaths (Obituaries)']",https://www.nytimes.com/2017/02/28/us/aileen-hernandez-dead-womens-rights-champion.html,article,Obituary (Obit)
Trump’s Speech to Congress: Video and Transcript,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,President Trump on Tuesday delivered his first address to a joint session of Congress. Here is a transcript of his remarks.,['Speeches and Statements'],https://www.nytimes.com/2017/02/28/us/politics/trump-congress-video-transcript.html,article,News
Snap Is Said to Have Worked on a Drone,2017-03-01,0.4019,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.4019}",Technology,"The company, which is preparing to go public this week, is trying to bolster its camera ambitions and help Snapchat users feed more data to the app.","['Cameras', 'Instant Messaging', 'Initial Public Offerings', 'Drones (Pilotless Planes)']",https://www.nytimes.com/2017/02/28/technology/snapchat-drone.html,article,News
Fact Check: Trump’s First Address to Congress,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,Reporters from The New York Times fact checked President Trump’s first address to Congress.,[],https://www.nytimes.com/interactive/2017/02/28/us/politics/fact-check-trump-congress-address.html,multimedia,Interactive Feature
My Take on Trump’s Address to Congress,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Opinion,Nicholas Kristof live tweets Trump’s major speech.,['Speeches and Statements'],https://kristof.blogs.nytimes.com/2017/02/28/my-take-on-trumps-address-to-congress/,article,News
Cousin of a Cravat,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Crosswords & Games,David Phillips performs surgery.,['Crossword Puzzles'],https://www.nytimes.com/2017/02/28/crosswords/cousin-of-a-cravat-gucci-pythagorean-sotomayor.html,article,News
"Review: In ‘Linda,’ the Lures and Snares of Leaning In",2017-03-01,-0.0516,"{'neg': 0.092, 'neu': 0.802, 'pos': 0.106, 'compound': -0.0516}",Theater,"Contemporary womanhood has its challenges, and this play explores many of them, like sexual harassment, eating disorders, Ophelia complexes and more.",['Theater'],https://www.nytimes.com/2017/02/28/theater/linda-review.html,article,Review
"Review: ‘Nibbler,’ About the Sweet Horrors of Youth",2017-03-01,-0.25,"{'neg': 0.168, 'neu': 0.664, 'pos': 0.168, 'compound': -0.25}",Theater,"Ken Urban’s play blends many genres, including science fiction, sex farce and musical, in this Amoralists production about growing up in New Jersey.",['Theater'],https://www.nytimes.com/2017/02/28/theater/review-nibbler-about-the-sweet-horrors-of-youth.html,article,Review
"Review: In ‘The Skin of Our Teeth,’ the End of the World as We Know It",2017-03-01,-0.5719,"{'neg': 0.112, 'neu': 0.817, 'pos': 0.071, 'compound': -0.5719}",Theater,The Theater for a New Audience’s revival of Thornton Wilder’s apocalyptic comedy feels surprisingly appropriate for a world threatened by climate issues and packed with refugees.,['Theater'],https://www.nytimes.com/2017/02/28/theater/the-skin-of-our-teeth-review.html,article,Review
"William Liebenow, 97, Dies; PT Boat Skipper Rescued Kennedy",2017-03-01,0.5106,"{'neg': 0.054, 'neu': 0.827, 'pos': 0.119, 'compound': 0.5106}",U.S.,Lieutenant Liebenow was sent to pick up John Kennedy and his surviving crew members from an island behind enemy lines after their boat was rammed by the Japanese.,"['World War II (1939-45)', 'Deaths (Obituaries)']",https://www.nytimes.com/2017/02/28/us/william-liebenow-pt-boat-skipper-rescued-jfk.html,article,Obituary (Obit)
Remembering a City Where the Smog Could Kill,2017-03-01,-0.3612,"{'neg': 0.114, 'neu': 0.813, 'pos': 0.073, 'compound': -0.3612}",New York,"With the future of the E.P.A. now in doubt, it’s worth recalling what New York City was like before the agency and the movement it represented.","['Water Pollution', 'Air Pollution', 'Environment', 'ACID RAIN', 'United States Politics and Government', 'Federal Budget (US)']",https://www.nytimes.com/2017/02/28/nyregion/new-york-city-smog.html,article,News
Democrats’ Response to Trump,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,Former Gov. Steve Beshear of Kentucky responds to the president’s address to Congress.,['United States Politics and Government'],https://www.nytimes.com/video/us/politics/100000004960814/democrats-response-trump.html,multimedia,Video
"Four Years After America’s Cup Loss, Team New Zealand Is Not Over It",2017-03-01,0.3134,"{'neg': 0.038, 'neu': 0.902, 'pos': 0.06, 'compound': 0.3134}",Sports,"The Kiwis, who squandered an 8-1 lead in San Francisco in 2013, will head to Bermuda again trying to claim yachting’s most prestigious prize.","[""AMERICA'S CUP"", 'Sailboats and Sailing']",https://www.nytimes.com/2017/02/28/sports/sailing/americas-cup-emirates-team-new-zealand.html,article,News
"Edward E. David Jr., Who Elevated Science Under Nixon, Dies at 92",2017-03-01,-0.0516,"{'neg': 0.021, 'neu': 0.979, 'pos': 0.0, 'compound': -0.0516}",Science,"Dr. David sought to make science more relevant and accessible to presidents and to the public, saying, “We can’t leave science and technology to the experts.”","['Science and Technology', 'Deaths (Obituaries)']",https://www.nytimes.com/2017/02/28/science/edward-david-dead-science-adviser-to-nixon.html,article,Obituary (Obit)
Trump on Immigration and Terrorism,2017-03-01,0.2732,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2732}",U.S.,"President Trump emphasized the need for increased vetting of immigrants, a constant theme throughout his campaign.","['Immigration and Emigration', 'Terrorism']",https://www.nytimes.com/video/us/politics/100000004962184/trump-on-immigration-and-terrorism.html,multimedia,Video
"Ever a Showman, Donald Trump Keeps Washington Guessing",2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,"On the day of his first speech to Congress, a new president rips up the script and opens the door to an unexpected compromise on immigration policy.","['United States Politics and Government', 'Law and Legislation']",https://www.nytimes.com/2017/02/28/us/politics/trump-speech.html,article,News
Trump on Obamacare,2017-03-01,0.4019,"{'neg': 0.074, 'neu': 0.788, 'pos': 0.138, 'compound': 0.4019}",U.S.,President Trump said promises that Americans could keep their doctor and health plan under the Affordable Care Act were broken.,['Patient Protection and Affordable Care Act (2010)'],https://www.nytimes.com/video/us/politics/100000004962186/trump-on-obamacare.html,multimedia,Video
Democratic Response to Trump’s Speech: Video and Transcript,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,Former Gov. Steve Beshear of Kentucky gave the Democratic response to President Trump’s first address to a joint session of Congress on Tuesday. Here are his remarks.,['Speeches and Statements'],https://www.nytimes.com/2017/02/28/us/politics/democratic-response-video-transcript.html,article,News
The Democratic Response to Trump's Speech: Fact Checks,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,"Reporters from The New York Times fact checked the Democrats' response to President Trump's address to Congress, which was delivered by former Gov. Steve Beshear of Kentucky.",[],https://www.nytimes.com/interactive/2017/02/28/us/politics/fact-check-democratic-response-to-trump.html,multimedia,Interactive Feature
"Shattenkirk, Newly Acquired, Helps Capitals Beat Rangers",2017-03-01,0.8402,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.8402}",Sports,"Kevin Shattenkirk had three of Washington’s shots in the first period, setting the tone for a 38-shot bombardment of goaltender Henrik Lundqvist.","['Hockey, Ice', 'Trades (Sports)']",https://www.nytimes.com/2017/02/28/sports/hockey/kevin-shattenkirk-capitals-beat-rangers.html,article,News
Trump’s Plan for the Economy,2017-03-01,-0.2732,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.2732}",U.S.,"In his address to Congress on Tuesday, President Trump vowed to cut taxes for both American companies and the middle class.","['Taxation', 'Corporate Taxes', 'United States Economy']",https://www.nytimes.com/video/us/politics/100000004962190/trump-plan-for-the-economy.html,multimedia,Video
Trump Sounds a Different Tone in First Address to Congress,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",The Upshot,"Trump’s speech was closer in tone to a typical State of the Union address, a far different approach from his generally combative one.","['State of the Union Message (US)', 'United States Politics and Government']",https://www.nytimes.com/interactive/2017/02/28/upshot/trump-sounds-different-tone-in-first-address-to-congress.html,multimedia,Interactive Feature
Donald Trump’s Military Preening,2017-03-01,-0.4993,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.4993}",Opinion,"His call on Tuesday night for a rebuilt military is about vanity, not safety.","['Speeches and Statements', 'United States Defense and Military Forces']",https://www.nytimes.com/2017/02/28/opinion/donald-trumps-military-preening.html,article,Op-Ed
"Before Congress, a Subdued Trump Still Gets Friends and Foes Worked Up",2017-03-01,0.4939,"{'neg': 0.049, 'neu': 0.85, 'pos': 0.101, 'compound': 0.4939}",U.S.,"The president’s first address to Congress — even one often mild in tone, by his standards — was always going to be different. He has that effect.",['United States Politics and Government'],https://www.nytimes.com/2017/02/28/us/politics/chamber-address-congress.html,article,News
Visions of Trumptopia,2017-03-01,-0.1779,"{'neg': 0.11, 'neu': 0.773, 'pos': 0.117, 'compound': -0.1779}",Opinion,The president offered up lots of gauzy promises but no real ideas of how to pay for them.,"['United States Politics and Government', 'Speeches and Statements', 'United States Economy', 'Patient Protection and Affordable Care Act (2010)', 'Immigration and Emigration']",https://www.nytimes.com/2017/02/28/opinion/visions-of-trumptopia.html,article,Editorial
"In Their Choice of Guests, Trump and Congressional Democrats Sent Dueling Messages",2017-03-01,0.2732,"{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.2732}",U.S.,"The issues represented by the guests of the first lady, Melania Trump, as well as by representatives and senators at President Trump’s first address to Congress.",[],https://www.nytimes.com/interactive/2017/02/28/us/politics/in-their-choice-of-guests-trump-and-congressional-democrats-sent-dueling-messages.html,multimedia,Interactive Feature
Gracie Mansion to Display Artifacts From World War II Era,2017-03-01,-0.7096,"{'neg': 0.138, 'neu': 0.811, 'pos': 0.051, 'compound': -0.7096}",Arts,A new exhibition will focus on New York’s wartime role as a safe harbor for the displaced under Mayor Fiorello La Guardia.,"['World War II (1939-45)', 'Art']",https://www.nytimes.com/2017/03/01/arts/design/gracie-mansion-to-display-artifacts-from-world-war-ii-era.html,article,News
The Workers Who Regret Trump’s Scrapping of a Trade Deal,2017-03-01,-0.6956,"{'neg': 0.128, 'neu': 0.848, 'pos': 0.024, 'compound': -0.6956}",Business Day,"The T.P.P. and other trade deals required tougher labor and environment measures. Some call them fig leaves, but others bemoan their loss.","['Trans-Pacific Partnership', 'International Trade and World Market', 'Workplace Hazards and Violations']",https://www.nytimes.com/2017/03/01/business/trump-tpp-trade-vietnam-labor-environment.html,article,News
"Donald Trump, Samsung, François Hollande: Your Wednesday Briefing",2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Briefing,Here’s what you need to know to start your day.,[],https://www.nytimes.com/2017/03/01/briefing/donald-trump-samsung-francois-hollande.html,article,briefing
"Travis Kalanick, Uber Chief, Apologizes After Fight With Driver",2017-03-01,0.4364,"{'neg': 0.053, 'neu': 0.835, 'pos': 0.112, 'compound': 0.4364}",Technology,Travis Kalanick said in an email that the ride-hailing company publicly posted that “I need leadership help and I intend to get it.”,['Car Services and Livery Cabs'],https://www.nytimes.com/2017/03/01/technology/uber-chief-apologizes-after-video-shows-him-arguing-with-driver.html,article,News
Healthier Cereals Snare a Spot on New York School Menus,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Food,"In a bite-size coup that could spread to other cities, a California upstart has replaced Kellogg products in the city’s free-breakfast program.","['Cereals', 'Lunch and Breakfast Programs', 'Education (K-12)', 'Diet and Nutrition']",https://www.nytimes.com/2017/03/01/dining/cereal-health-new-york-city-public-schools.html,article,News
"Corrections: March 1, 2017",2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Corrections,"Corrections appearing in print on Wednesday, March 1, 2017.",[],https://www.nytimes.com/2017/03/01/pageoneplus/corrections-march-1-2017.html,article,Correction
Trump Seesaws on Legal Status for Undocumented Immigrants,2017-03-01,0.128,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.128}",U.S.,"Before his speech to Congress, Mr. Trump said that “the time is right for an immigration bill as long as there is compromise on both sides.” But he made only a glancing reference to that assertion as he faced lawmakers.","['United States Politics and Government', 'Illegal Immigration', 'Law and Legislation']",https://www.nytimes.com/2017/03/01/us/politics/trump-undocumented-immigrants.html,article,News
From ‘America First’ to a More Conventional View of U.S. Diplomacy,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,"The president’s first address to Congress came after a turbulent debut on the world stage, but also reflected a return to established U.S. positions.",['United States Politics and Government'],https://www.nytimes.com/2017/03/01/us/politics/national-security-foreign-policy-white-house.html,article,News
Trump’s Address to Congress,2017-03-01,0.34,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.34}",U.S.,"On Tuesday night, President Trump made his first address to Congress, touching on his goals for immigration, jobs, education and national security.","['United States Politics and Government', 'Immigration and Emigration', 'Speeches and Statements']",https://www.nytimes.com/video/us/politics/100000004960710/trumps-address-to-congress.html,multimedia,Video
"‘Today, He Acted Like a Politician’: Voters’ Reactions to Trump’s Speech",2017-03-01,0.3612,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.3612}",U.S.,The New York Times spoke with a few voters who were watching the president’s speech to Congress from either side of the partisan divide.,"['United States Politics and Government', 'Speeches and Statements']",https://www.nytimes.com/2017/03/01/us/politics/what-stood-out-to-you-in-president-trump-speech.html,article,News
Five Places to Go in Prague,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Travel,"Prague’s Veverkova Street, a once humdrum side street, has evolved into a go-to spot for design-savvy locals and visitors alike.","['Shopping and Retail', 'Travel and Vacations']",https://www.nytimes.com/2017/03/01/travel/five-places-to-go-in-prague-czech-republic.html,article,News
Word + Quiz: defeatist,2017-03-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",The Learning Network,This word has appeared in 21 New York Times articles in the past year.,[],https://www.nytimes.com/2017/03/01/learning/01WODLN.html,article,News
"Trump Offers ‘Miracles,’ but Few Details on How to Achieve Them",2017-03-01,-0.6206,"{'neg': 0.124, 'neu': 0.798, 'pos': 0.078, 'compound': -0.6206}",U.S.,"The president offered a vision of more jobs and less crime and poverty, but a reduction in regulations was just about the only goal for which he gave specifics.","['United States Politics and Government', 'Infrastructure (Public Works)', 'United States Economy', 'Federal Taxes (US)', 'Regulation and Deregulation of Industry', 'Vouchers', 'Labor and Jobs', 'Coal']",https://www.nytimes.com/2017/03/01/us/politics/taxes-health-care-immigration-policy.html,article,News
Health Care Is Front and Center in Democrats’ Response to Trump Address,2017-03-01,0.8442,"{'neg': 0.045, 'neu': 0.77, 'pos': 0.185, 'compound': 0.8442}",U.S.,Democratic leaders are determined to make health care the centerpiece of their attacks against Republicans leading into next year’s midterm elections.,"['United States Politics and Government', 'Patient Protection and Affordable Care Act (2010)']",https://www.nytimes.com/2017/03/01/us/politics/steven-beshear-democratic-response.html,article,News
Trump Outlines an Ambitious Agenda,2017-03-01,0.4767,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4767}",U.S.,President Trump delivered his first address to a joint session of Congress on Tuesday.,[],https://www.nytimes.com/slideshow/2017/03/01/us/trump-outlines-an-ambitious-agenda.html,multimedia,Slideshow
What’s on TV Wednesday: ‘National Treasure’ and ‘Conan Without Borders’,2017-03-01,0.7845,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.7845}",Arts,"In “National Treasure,” Robbie Coltrane plays a beloved British comedian with dark secrets. And Conan O’Brien “outsources” his show in Mexico City.","['Television', 'Web-Original Programming', 'Movies']",https://www.nytimes.com/2017/03/01/arts/television/whats-on-tv-wednesday-national-treasure-and-conan-without-borders.html,article,Schedule
Paying Tribute to Widow of Slain SEAL,2017-03-01,-0.1779,"{'neg': 0.079, 'neu': 0.855, 'pos': 0.066, 'compound': -0.1779}",U.S.,The widow of a member of the Navy SEALs killed in a raid in Yemen was honored by President Trump during his Tuesday speech. He said her husband’s legacy was “etched into eternity.”,['Widows and Widowers'],https://www.nytimes.com/video/us/politics/100000004962719/paying-tribute-to-widow-of-slain-seal.html,multimedia,Video
"President Trump Changes His Tone, if Not His Tune",2017-03-01,0.5648,"{'neg': 0.028, 'neu': 0.866, 'pos': 0.106, 'compound': 0.5648}",Arts,"The character he was playing this night was not the angry boss who might fire someone, but the executive who needed to reassure his shareholders.","['United States Politics and Government', 'Speeches and Statements', 'Television']",https://www.nytimes.com/2017/03/01/arts/television/president-trump-changes-his-tone-if-not-his-tune.html,article,News
