headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
Warriors Forward Kevin Durant to Sign Two-Year Max Deal,2018-07-01,0.5106,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.5106}",Sports,Durant will have a player option that allows him to become a free agent again next summer after earning more than $30 million in 2018-19.,['Basketball'],https://www.nytimes.com/2018/06/30/sports/golden-state-warrior-kevin-durant-free-agency.html,article,News
More Women Than Men: State Legislatures Could Shift for the First Time,2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,"Women are a quarter of state legislatures, but the gender balance could change in at least nine states.","['Midterm Elections (2018)', 'Elections, State Legislature', 'Women and Girls']",https://www.nytimes.com/interactive/2018/06/30/us/politics/women-state-legislators.html,multimedia,Interactive Feature
"2018 N.B.A. Free Agency: Before LeBron James, Kevin Durant and Paul George Made Waves",2018-07-01,0.765,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.765}",Sports,"The N.B.A.’s free agency period officially began at 12:01 a.m. Now that James has landed, the rest of the league needs to be sorted out.","['Free Agents (Sports)', 'Basketball']",https://www.nytimes.com/2018/06/30/sports/nba-free-agency-lebron-james-updates.html,article,News
"Sonny Gray Is Battered by Red Sox, Emphasizing Yankees’ Need for Rotation Help",2018-07-01,0.7388,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.7388}",Sports,Gray was booed as he allowed six runs in two and one-third innings on Saturday to increase the urgency of finding another starter by the July 31 trade deadline.,"['Baseball', 'Trades (Sports)']",https://www.nytimes.com/2018/06/30/sports/yankees-red-sox-sonny-gray.html,article,News
"Quotation of the Day: War Robbed Him of His Family, Then His Eyes, Then His Love",2018-07-01,-0.5994,"{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.5994}",Today’s Paper,"Quotation of the Day for Sunday, July 1, 2018.",[],https://www.nytimes.com/2018/06/30/todayspaper/quotation-of-the-day-war-robbed-him-of-his-family-then-his-eyes-then-his-love.html,article,Quote
"Corrections: July 1, 2018",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Corrections,"Corrections appearing in print on Sunday, July 1, 2018.",[],https://www.nytimes.com/2018/06/30/pageoneplus/corrections-july-1-2018.html,article,Correction
"Laura Mitchell, Oliver Tully",2018-07-01,0.6808,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.6808}",Fashion & Style,"The couple met in their sophomore Western civilization class, and by the end of their junior year of high school, a friendship took a romantic turn.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/laura-mitchell-oliver-tully.html,article,News
"Katherine Kohler, Anthony Shattuck",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,"The couple grew up together in Blossburg, Pa. They dated in high school and were reintroduced by the bride’s maternal aunt in 2009.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/katherine-kohler-anthony-shattuck.html,article,News
"Rebecca Jackson, Nicholas Beaird",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,The couple met in Greenland in 2013 on a research expedition and quickly formed a deep connection while working long hours on a small tugboat.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/rebecca-jackson-nicholas-beaird.html,article,News
"Margot Sanger-Katz, Daniel Friedman",2018-07-01,0.25,"{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.25}",Fashion & Style,"The couple, both reporters, met in 2011, when they worked together at a Washington policy magazine, and began dating in 2014 after a chance encounter.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/margot-sanger-katz-daniel-friedman.html,article,News
"Mae Karwowski, Ryan Wesely",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,"The couple met in 2011, when they worked at the same e-commerce fashion business in New York.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/mae-karwowski-ryan-wesely.html,article,News
"Julia von Türk, Bernd Delahaye",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,"The bride and groom are both lawyers in New York. She is an associate at Latham & Watkins, he is associate general counsel at Sotheby’s.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/julia-von-turk-bernd-delahaye.html,article,News
"Elaine Driscoll, John Sorrell",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,The couple met on OkCupid in the spring of 2016.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/elaine-driscoll-john-sorrell.html,article,News
"Jayne Bernsten, Jarett Banks",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,The couple met on an Amtrak train bound for Philadelphia in 2014.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/jayne-bernsten-jarett-banks.html,article,News
"Sauda Bholat, Sufian Shahid",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,The bride works at Yale-New Haven Hospital and the Yale School of Medicine. The groom works and studies at the School of International and Public Affairs at Columbia.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/sauda-bholat-sufian-shahid.html,article,News
"Caroline Anderson, John Foley",2018-07-01,-0.4215,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.4215}",Fashion & Style,"The couple were married in the Merrick Rose Garden in Evanston, Ill. She is a web developer and visual artist, he writes and composes musicals.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/caroline-anderson-john-foley.html,article,News
This Week’s Wedding Announcements,2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,All of the weddings right here on one handy page for you.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/this-weeks-wedding-announcements.html,article,News
"Vita Emery, Matthew Beaton",2018-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,"The couple met at Colorado College, from which both graduated.",['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/vita-emery-matthew-beaton.html,article,News
"Silvia Garcia, Roberto Cotto",2018-07-01,0.4215,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4215}",Fashion & Style,The couple had their first kiss after her Chihuahua-terrier wrapped his leash around their ankles.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/silvia-garcia-roberto-cotto.html,article,News
"Joanna Shalleck-Klein, Allon Kedem",2018-07-01,0.4767,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.4767}",Fashion & Style,The couple met through mutual friends when she moved back to Washington from San Francisco.,['Weddings and Engagements'],https://www.nytimes.com/2018/07/01/fashion/weddings/joanna-shalleck-klein-allon-kedem.html,article,News
