headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
Russia’s Military Drills Near NATO Border Raise Fears of Aggression,2017-08-01,-0.128,"{'neg': 0.048, 'neu': 0.912, 'pos': 0.04, 'compound': -0.128}",World,"American military officials are concerned that Russia will use the maneuvers as a pretext to increase its presence in Belarus, which borders three NATO allies.","['Defense and Military Forces', 'United States Defense and Military Forces', 'International Relations']",https://www.nytimes.com/2017/07/31/world/europe/russia-military-exercise-zapad-west.html,article,News
Ancient Vase Seized From Met Museum on Suspicion It Was Looted,2017-08-01,-0.6369,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.6369}",Arts,"Evidence indicates the 2,300-year-old vase, on display for decades, was illegally dug up from an Italian grave and later sold to the Met at auction.","['Arts and Antiquities Looting', 'Greek Civilization']",https://www.nytimes.com/2017/07/31/arts/design/ancient-vase-seized-from-met-museum-on-suspicion-it-was-looted.html,article,News
U.S. Nuclear Comeback Stalls as Two Reactors Are Abandoned,2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Climate,"Two South Carolina utilities said they would halt construction on a pair of reactors, dealing a major blow to the future of American nuclear power.","['Nuclear Energy', 'Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Alternative and Renewable Energy', 'Electric Light and Power']",https://www.nytimes.com/2017/07/31/climate/nuclear-power-project-canceled-in-south-carolina.html,article,News
‘Shocking!’,2017-08-01,-0.6833,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.6833}",Crosswords & Games,"Jay Kaskel is shocked, just SHOCKED, I tell you.",['Crossword Puzzles'],https://www.nytimes.com/2017/07/31/crosswords/daily-puzzle-2017-08-01.html,article,News
Review: ‘A Midsummer Night’s Dream’ as Light as the Open Air,2017-08-01,0.5574,"{'neg': 0.034, 'neu': 0.866, 'pos': 0.099, 'compound': 0.5574}",Theater,Don’t look for politicians in the Public Theater’s second Central Park production this season — or real tears. Be glad for the comedy.,['Theater'],https://www.nytimes.com/2017/07/31/theater/midsummer-nights-dream-review.html,article,Review
Second Phillips Andover Sex Abuse Report Includes Teacher Named by Choate,2017-08-01,-0.7506,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.7506}",New York,"A follow-up to a 2016 report about sexual misconduct at the Massachusetts boarding school named Frederic Lyman, who had been similarly accused at a Connecticut prep school.","['Sex Crimes', 'Education (K-12)', 'Child Abuse and Neglect', 'Private and Sectarian Schools', 'Teachers and School Employees']",https://www.nytimes.com/2017/07/31/nyregion/second-phillips-andover-sex-abuse-report-includes-teacher-named-by-choate.html,article,News
White House Panel Recommends Declaring National Emergency on Opioids,2017-08-01,-0.3182,"{'neg': 0.119, 'neu': 0.766, 'pos': 0.114, 'compound': -0.3182}",Health,President Trump’s commission to assess the epidemic wrote to him that a declaration would allow the federal government to “take bold steps.”,"['Pain-Relieving Drugs', 'Drug Abuse and Traffic', 'Epidemics', 'United States Politics and Government']",https://www.nytimes.com/2017/07/31/health/opioid-crisis-trump-commission.html,article,News
"Embassy Reductions Won’t Deter U.S., Pence Says",2017-08-01,-0.3182,"{'neg': 0.048, 'neu': 0.952, 'pos': 0.0, 'compound': -0.3182}",U.S.,"During a trip to Eastern Europe, the vice president responded aggressively to Russia’s retaliation for sanctions legislation. President Trump remained silent.","['United States Politics and Government', 'United States International Relations', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Diplomatic Service, Embassies and Consulates']",https://www.nytimes.com/2017/07/31/us/politics/expulsion-of-diplomats-wont-deter-us-pence-says.html,article,News
"Alarming Levels of Sexual Violence Found on Australian Campuses, Report Says",2017-08-01,-0.91,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.91}",World,A report released by Australia’s Human Rights Commission found that half of university students had been sexually harassed recently and that 7 percent were assaulted.,"['Sex Crimes', 'Colleges and Universities', 'Sexual Harassment']",https://www.nytimes.com/2017/07/31/world/australia/shocking-levels-of-sexual-violence-found-on-australian-campuses-report-says.html,article,News
Jacinda Ardern Takes Over New Zealand Opposition as Election Looms,2017-08-01,0.4767,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.4767}",World,"She’s been seen as leadership material since joining Parliament at 28, but it may take “the campaign of our lives” to revive the Labour Party’s fortunes.","['Elections', 'Politics and Government', 'Polls and Public Opinion', 'Appointments and Executive Changes', 'Legislatures and Parliaments']",https://www.nytimes.com/2017/07/31/world/asia/andrew-little-new-zealand-labour-party.html,article,News
The Wonder Woman Effect,2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,The British fashion brand behind the superhero’s leather armor is having a major moment.,"['Wonder Woman (Fictional Character)', 'Fashion and Apparel', 'Leather and Leather Goods', 'Movies', 'Costumes']",https://www.nytimes.com/2017/08/01/fashion/wonder-woman-leather-armor-whitaker-malem.html,article,News
Where Sand Dunes and Camels in Japan Evoke the Sahara,2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Travel,"Leaving behind immense crowds in Tokyo, the writer and her family make a getaway to Tottori and its unlikely landscape on the west coast of Japan.","['Travel and Vacations', 'Dunes']",https://www.nytimes.com/2017/08/01/travel/tottori-japan-sand-dunes-camels.html,article,News
"Anthony Scaramucci, John Kelly, Venezuela: Your Tuesday Briefing",2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Briefing,Here’s what you need to know to start your day.,[],https://www.nytimes.com/2017/08/01/briefing/anthony-scaramucci-john-kelly-venezuela.html,article,briefing
What’s on TV Tuesday: ‘Manhunt: Unabomber’ and ‘Purple Noon’,2017-08-01,0.6486,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6486}",Arts,Discovery recounts the hunt for Ted Kaczynski in a series starring Sam Worthington and Paul Bettany. And Alain Delon plays the talented Tom Ripley.,"['Television', 'Movies']",https://www.nytimes.com/2017/08/01/arts/television/whats-on-tv-tuesday-manhunt-unabomber-and-purple-noon.html,article,Schedule
A German Soccer Star Orders Himself an Extra Helping of Chicago,2017-08-01,-0.3979,"{'neg': 0.089, 'neu': 0.871, 'pos': 0.04, 'compound': -0.3979}",Sports,"Bastian Schweinsteiger has been soaking up his new city, and reviving the moribund Chicago Fire, since joining Major League Soccer in March.",['Soccer'],https://www.nytimes.com/2017/08/01/sports/soccer/a-german-soccer-star-orders-himself-an-extra-helping-of-chicago.html,article,News
China’s State Media Slams Trump’s ‘Emotional Venting’ on Twitter,2017-08-01,0.34,"{'neg': 0.048, 'neu': 0.863, 'pos': 0.09, 'compound': 0.34}",World,Beijing says it’s up to the United States and North Korea — not China — to find a solution to tensions over Pyongyang’s missile and nuclear program.,"['United States International Relations', 'Defense and Military Forces', 'Nuclear Tests', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Nuclear Weapons', 'Missiles and Missile Defense Systems']",https://www.nytimes.com/2017/08/01/world/asia/china-trump-north-korea.html,article,News
The Back-to-School Tech You Need (and Don’t Need),2017-08-01,0.4019,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4019}",Smarter Living,"Heavy, bulging backpacks are a thing of the past — or can be with some smart tech purchases.","['Colleges and Universities', 'Tablet Computers', 'iPad', 'Laptop Computers', 'Backpacks']",https://www.nytimes.com/2017/08/01/smarter-living/the-back-to-school-tech-you-need-and-dont-need.html,article,News
Right and Left on Anthony Scaramucci’s Dismissal and John F. Kelly’s New Role,2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,Read about how the other side thinks: Writers from across the political spectrum on the upheaval in the White House.,['United States Politics and Government'],https://www.nytimes.com/2017/08/01/us/politics/scaramucci-kelly-reactions.html,article,News
"In Mosul, Revealing the Last ISIS Stronghold",2017-08-01,-0.6486,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.6486}",World,A photojournalist for The New York Times documented the devastating toll within the Islamic State’s last holdout area in Mosul’s Old City.,"['vis-photo', 'Human Rights and Human Rights Violations']",https://www.nytimes.com/2017/08/01/world/middleeast/mosul-isis-survivors-rights.html,article,News
"In Puerto Rico, Love Lingers for a Deserted School",2017-08-01,-0.25,"{'neg': 0.11, 'neu': 0.816, 'pos': 0.074, 'compound': -0.25}",Blogs,"Jesus Emmanuel Rodriguez Pichardo returned to Puerto Rico to photograph his old abandoned high school, which is one of many to close because of the island’s economic collapse.",[],https://www.nytimes.com/slideshow/2017/08/01/blogs/in-puerto-rico-love-lingers-for-a-deserted-school.html,multimedia,Slideshow
Drop the Bluster on North Korea,2017-08-01,0.0341,"{'neg': 0.104, 'neu': 0.789, 'pos': 0.107, 'compound': 0.0341}",Opinion,Threats have gotten nowhere. Mr. Trump needs to take a chance on diplomacy.,"['United States International Relations', 'Nuclear Weapons', 'Defense and Military Forces']",https://www.nytimes.com/2017/08/01/opinion/north-korea-missile-donald-trump.html,article,Editorial
South Vietnam’s ‘Daredevil Girls’,2017-08-01,-0.7003,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.7003}",Opinion,Thousands of women participated in the Vietnam War alongside American forces. Why were they forgotten?,"['Vietnam War', 'Women and Girls']",https://www.nytimes.com/2017/08/01/opinion/vietnam-war-girls-women.html,article,Op-Ed
The Past Week Proves That Trump Is Destroying Our Democracy,2017-08-01,-0.8555,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.8555}",Opinion,Do Americans have what it takes to stop him?,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Constitution (US)', 'Special Prosecutors (Independent Counsel)', 'Democracy (Theory and Philosophy)', 'United States Politics and Government']",https://www.nytimes.com/2017/08/01/opinion/trump-democracy-institutions-destroyed.html,article,Op-Ed
Before Manliness Lost Its Virtue,2017-08-01,-0.5574,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.5574}",Opinion,The ancient Greeks wouldn’t recognize the Trump administration’s concept of manliness.,"['United States Politics and Government', 'Greek Civilization', 'Men and Boys']",https://www.nytimes.com/2017/08/01/opinion/scaramucci-mccain-masculinity-white-house.html,article,Op-Ed
Sending Health to Rural Ghana via Traveling Medics,2017-08-01,0.4939,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.4939}",Opinion,"In a country where 45 percent of the people live miles from clinics, Ghana’s government sends health workers to them to deliver medical care.","['Preventive Medicine', 'Medicine and Health', 'Rural Areas', 'Volunteers and Community Service', 'Third World and Developing Countries']",https://www.nytimes.com/2017/08/01/opinion/sending-health-to-rural-ghana-via-traveling-medics.html,article,Op-Ed
The Americans Who Saved Health Insurance,2017-08-01,0.7543,"{'neg': 0.041, 'neu': 0.772, 'pos': 0.187, 'compound': 0.7543}",Opinion,"The fight isn’t over, but savor last week’s victory and recognize its heroes.","['United States Politics and Government', 'Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)']",https://www.nytimes.com/2017/08/01/opinion/obamacare-trumpcare-citizen.html,article,Op-Ed
Oil Companies at Last See Path to Profits After Painful Spell,2017-08-01,-0.128,"{'neg': 0.071, 'neu': 0.883, 'pos': 0.047, 'compound': -0.128}",Business Day,"When oil prices fell, companies scrambled to adjust by cutting jobs and investment. Then they went to work on a far-reaching rethinking of their businesses.","['Oil (Petroleum) and Gasoline', 'Layoffs and Job Reductions', 'Innovation']",https://www.nytimes.com/2017/08/01/business/energy-environment/oil-prices-bp-exxon.html,article,News
"In Puerto Rico, Love Lingers for a Deserted School",2017-08-01,-0.25,"{'neg': 0.11, 'neu': 0.816, 'pos': 0.074, 'compound': -0.25}",Multimedia/Photos,"Jesus Emmanuel Rodriguez Pichardo returned to Puerto Rico to photograph his old abandoned high school, which was one of many to close because of the island’s economic collapse.","['Education (K-12)', 'Photography', 'Refugees and Displaced Persons']",https://lens.blogs.nytimes.com/2017/08/01/in-puerto-rico-love-lingers-for-a-deserted-school/,article,News
Dance! Sing! Act! Graduate!,2017-08-01,0.5216,"{'neg': 0.038, 'neu': 0.88, 'pos': 0.082, 'compound': 0.5216}",Education,"The New World School of the Arts, a small, rigorous magnet high school in Miami, draws a diverse group of talented actors, musicians, dancers and visual artists. Sit in on a few classes in 360 degrees.","['Education (K-12)', 'Culture (Arts)', 'Dancing', 'Music']",https://www.nytimes.com/video/education/edlife/100000005099200/dance-sing-act-graduate-new-world-school-of-the-arts-miami.html,multimedia,Video
"In the Era of Digital Composition, What Should a Writer Keep?",2017-08-01,0.593,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.593}",Books,"One writing teacher advises, Throw all drafts away! Another says, Save everything. Where’s the line between clutter and artifact?","['Books and Literature', 'Writing and Writers']",https://www.nytimes.com/2017/08/01/books/review/what-should-a-writer-keep.html,article,News
How to Navigate Art Galleries in Any City,2017-08-01,0.0772,"{'neg': 0.0, 'neu': 0.972, 'pos': 0.028, 'compound': 0.0772}",Travel,"Make a list of which places you want to visit, venture to different neighborhoods and don’t overschedule yourself.","['Art', 'Travel and Vacations']",https://www.nytimes.com/2017/08/01/travel/how-to-navigate-art-galleries.html,article,News
"If SoundCloud Disappears, What Happens to Its Music Culture?",2017-08-01,-0.6322,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.6322}",Magazine,The platform offered a public space with monetization as an afterthought. Now it could simply be deleted.,"['Music', 'Audio Recordings, Downloads and Streaming', 'Rap and Hip-Hop']",https://www.nytimes.com/2017/08/01/magazine/if-soundcloud-disappears-what-happens-to-its-music-culture.html,article,News
"Dear Match Book: Give Me Fictional Family Sagas, the Longer the Better",2017-08-01,0.7579,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.7579}",Books,A reader who loved “A Suitable Boy” and “The Forsyte Saga” seeks more big fat novels with family trees.,['Books and Literature'],https://www.nytimes.com/2017/08/01/books/review/match-book-fictional-family-sagas.html,article,News
What Does It Take to ‘Assimilate’ in America?,2017-08-01,-0.4019,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4019}",Magazine,Americans often worry whether newcomers will adapt to our way of life. But we’ve never quite decided just what it is we demand of them.,"['Immigration and Emigration', 'Muslim Americans']",https://www.nytimes.com/2017/08/01/magazine/what-does-it-take-to-assimilate-in-america.html,article,News
Lesson for Trump: Hardball Against Senators Is a Game He Can Lose,2017-08-01,-0.4019,"{'neg': 0.091, 'neu': 0.863, 'pos': 0.046, 'compound': -0.4019}",U.S.,"Presidents often try to influence senators’ votes with threats of retaliation. Those efforts have often backfired, and have sometimes prompted senators to switch parties.","['United States Politics and Government', 'Law and Legislation', 'Patient Protection and Affordable Care Act (2010)']",https://www.nytimes.com/2017/08/01/us/politics/presidents-trump-senators.html,article,News
"In ‘Mrs. Fletcher,’ Tom Perrotta Satirizes the Sex Lives of Mothers and Sons",2017-08-01,0.3182,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.3182}",Books,The new novel by the author of “The Leftovers” features a 46-year-old woman hooked on pornography and her college-age son navigating campus gender politics.,['Books and Literature'],https://www.nytimes.com/2017/08/01/books/review/mrs-fletcher-tom-perrotta.html,article,Review
Professor Ginsberg’s Notes on the Beats,2017-08-01,0.7269,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.7269}",Books,“The Best Minds of My Generation” compiles two decades’ worth of Allen Ginsberg’s lectures about his contemporaries.,"['Poetry and Poets', 'Books and Literature']",https://www.nytimes.com/2017/08/01/books/review/best-minds-of-my-generation-beats-allen-ginsberg.html,article,Review
Federal Jail in Brooklyn Faces a String of Sexual Assault Cases,2017-08-01,-0.8689,"{'neg': 0.17, 'neu': 0.808, 'pos': 0.022, 'compound': -0.8689}",New York,The Metropolitan Detention Center has relatively few female inmates. Yet it accounts for a disproportionate number of sexual assault cases involving them.,"['Sex Crimes', 'Prisons and Prisoners', 'Immigration Detention', 'Women and Girls']",https://www.nytimes.com/2017/08/01/nyregion/federal-jail-in-brooklyn-faces-a-string-of-sexual-assault-cases.html,article,News
She Was Convicted of Killing Her Mother. Prosecutors Withheld the Evidence That Would Have Freed Her.,2017-08-01,-0.6892,"{'neg': 0.157, 'neu': 0.741, 'pos': 0.102, 'compound': -0.6892}",Magazine,"By the time Noura Jackson’s conviction was overturned, she had spent nine years in prison. This type of prosecutorial error is almost never punished.","['Murders, Attempted Murders and Homicides', 'False Arrests, Convictions and Imprisonments', 'Prosecutorial Misconduct', 'District Attorneys']",https://www.nytimes.com/2017/08/01/magazine/she-was-convicted-of-killing-her-mother-prosecutors-withheld-the-evidence-that-would-have-freed-her.html,article,News
"Where All the School’s a Stage, and the List of Success Stories Is Long",2017-08-01,0.0428,"{'neg': 0.061, 'neu': 0.895, 'pos': 0.045, 'compound': 0.0428}",Education,"In high schools of the performing and visual arts, race, sexual identity and ZIP code are beside the point. But not academics.","['Education (K-12)', 'Colleges and Universities', 'Culture (Arts)']",https://www.nytimes.com/2017/08/01/education/edlife/public-schools-new-world-school-arts-miami.html,article,News
The Art of the Taboo Podcast Interview,2017-08-01,-0.8225,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.8225}",Arts,"Three new podcasts offer insights into talking about sex, death and hate.",['Podcasts'],https://www.nytimes.com/2017/08/01/arts/the-art-of-the-taboo-podcast-interview.html,article,News
Mohonk’s Farm-to-Table Rebirth,2017-08-01,0.5719,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.5719}",Travel,The executive chef at the venerable Hudson Valley resort infused a “dependable” menu with purely regional flavors. The results are delicious.,"['Travel and Vacations', 'Restaurants', 'Local Food']",https://www.nytimes.com/2017/08/01/travel/farm-to-table-chef-mohonk-hudson-valley-new-york.html,article,News
Debt-Ridden Chinese Giant Now a Shadow of Its Former Size,2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Business Day,"Dalian Wanda, once one of China’s biggest real estate developers, is trying to reinvent itself as a slimmed-down operator of shopping malls.","['Shopping Centers and Malls', 'Real Estate (Commercial)', 'Politics and Government']",https://www.nytimes.com/2017/08/01/business/dalian-wanda-group-china-debt.html,article,News
‘Game of Thrones’ Guide: Why Cersei Tries to Raise Her Credit Score,2017-08-01,0.3818,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.3818}",Watching,"Also: Isaac Hempstead-Wright talks to us about being the Three-Eyed Raven, and Carice van Houten talks about the cryptic and evolving humanity of Melisandre.",[],https://www.nytimes.com/2017/08/01/watching/game-of-thrones-season-7-episode-3.html,article,News
Late Night Wasn’t Ready to Say Goodbye to Anthony Scaramucci,2017-08-01,0.7717,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.7717}",Arts,"Seth Meyers said, “Scaramucci’s last name is longer than his tenure.”","['United States Politics and Government', 'Television']",https://www.nytimes.com/2017/08/01/arts/television/late-night-anthony-scaramucci.html,article,News
"Anthony Scaramucci, Venezuela, Sam Shepard: Your Tuesday Briefing",2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Briefing,Here’s what you need to know to start your day.,[],https://www.nytimes.com/2017/08/01/briefing/anthony-scaramucci-venezuela-sam-shepard.html,article,briefing
‘The Daily’: The Brief and Tumultuous Tenure of Anthony Scaramucci,2017-08-01,0.128,"{'neg': 0.048, 'neu': 0.895, 'pos': 0.058, 'compound': 0.128}",Podcasts,He burned hot and bright. A play-by-play of the communications director’s 10-day run in the White House — and what to make of his firing.,[],https://www.nytimes.com/2017/08/01/podcasts/the-daily/anthony-scaramucci-fired.html,article,briefing
The Secret Life of Pain,2017-08-01,-0.6705,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6705}",Well,Over a decade I had become adept at hiding the unexplained pain that racked my back and joints.,"['Addiction (Psychology)', 'Pain']",https://www.nytimes.com/2017/08/01/well/live/the-secret-life-of-pain.html,article,News
Star Pupils Offer Advice on Making It in the Arts,2017-08-01,0.6597,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.6597}",Education,"Alex Lacamoire, Cote de Pablo and Tarell Alvin McCraney on auditioning, passion and the value of college.","['Culture (Arts)', 'Education (K-12)', 'Careers and Professions', 'Music', 'Theater']",https://www.nytimes.com/2017/08/01/education/edlife/new-world-school-arts-advice-students.html,article,News
New York Today: Instruments of New York,2017-08-01,0.4939,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.4939}",New York,"Tuesday: Our city in instruments, the Intrepid’s Space & Science Festival, and official state symbols.",[],https://www.nytimes.com/2017/08/01/nyregion/new-york-today-instruments-of-new-york.html,article,briefing
"Morning Agenda: Post-Scaramucci, White House Turns to Taxes",2017-08-01,0.2617,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.2617}",Business Day,"Moving past the dramatic ouster of the financier-turned-spokesman, the White House picked up its campaign for tax changes. But challenges await.",[],https://www.nytimes.com/2017/08/01/business/dealbook/scaramucci-white-house-taxes-mnuchin.html,article,News
"Joining Apple, Amazon’s China Cloud Service Bows to Censors",2017-08-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Business Day,"The American company’s local partner tells customers not to offer ways to dodge China’s internet filters, as a new cybersecurity law takes effect.","['Censorship', 'Computers and the Internet', 'Cloud Computing', 'Politics and Government', 'Computer Security']",https://www.nytimes.com/2017/08/01/business/amazon-china-internet-censors-apple.html,article,News
"1MDB, Malaysian Fund Tied to Scandal, Misses Payment to Abu Dhabi",2017-08-01,-0.7269,"{'neg': 0.158, 'neu': 0.776, 'pos': 0.065, 'compound': -0.7269}",Business Day,The sovereign wealth funds 1MDB and International Petroleum Investment Company have been tangled in a dispute over $3.5 billion in bonds that the emirate backed in 2012.,['Sovereign Wealth Funds'],https://www.nytimes.com/2017/08/01/business/dealbook/malaysia-fund-abu-dhabi-1mdb.html,article,News
"Summer Reading Contest Winner, Week 5 | On ‘No, Jane Austen Is Not Your Bestie’",2017-08-01,0.9431,"{'neg': 0.032, 'neu': 0.71, 'pos': 0.258, 'compound': 0.9431}",The Learning Network,"Thank you to the 900 teenagers who participated this week, and congratulations to Preanka P., our winner, as well as to our many runners-up and honorable mentions.",[],https://www.nytimes.com/2017/08/01/learning/summer-reading-contest-winner-week-5-on-no-jane-austen-is-not-your-bestie.html,article,News
"After Health Care Victory, Senate Democrats Seek Compromise on Tax Plan",2017-08-01,0.4939,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.4939}",U.S.,A letter signed by 45 Senate Democrats urged President Trump and Senate Republican leaders to work with Democrats on the coming tax reform debate.,"['Federal Taxes (US)', 'United States Politics and Government', 'Law and Legislation']",https://www.nytimes.com/2017/08/01/us/politics/after-health-care-victory-senate-democrats-seek-compromise-with-tax-plan.html,article,News
