headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
Meteor Showers in 2020 That Will Light Up Night Skies,2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Science,"All year long, Earth passes through streams of cosmic debris. Here’s a list of major meteor showers and how to spot one.","['Meteors and Meteorites', 'Space and Astronomy', 'Earth', 'Solar System']",https://www.nytimes.com/2020/01/01/science/meteor-showers-2020.html,article,News
Sync your calendar with the solar system,2020-01-01,0.1139,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.1139}",Science,"Never miss an eclipse, a meteor shower, a rocket launch or any other astronomical and space event that's out of this world.","['Space and Astronomy', 'Moon', 'Eclipses', 'Seasons and Months', 'Solar System', 'Meteors and Meteorites']",https://www.nytimes.com/interactive/2020/science/2020-astronomy-space-calendar.html,multimedia,Interactive Feature
"Rocket Launches, Trips to Mars and More 2020 Space and Astronomy Events",2020-01-01,-0.2023,"{'neg': 0.03, 'neu': 0.97, 'pos': 0.0, 'compound': -0.2023}",Science,"A year full of highs and lows in space just ended, and the 12 months to come  will be full of new highlights in orbit and beyond.","['Space and Astronomy', 'Private Spaceflight', 'Rocket Science and Propulsion', 'Moon', 'Mars (Planet)', 'Sun', 'Mars 2020 (Mars Rover)', 'Satellites', 'International Space Station', 'Comets', 'Perseverance (Mars Rover)', 'Emirates Mars Mission', 'Tianwen-1 (Mars Mission)']",https://www.nytimes.com/2020/01/01/science/space-astronomy-2020.html,article,News
What’s on TV Wednesday: A Linda Ronstadt Doc and ‘Doctor Who’,2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Arts,“Linda Ronstadt: The Sound of My Voice” airs on CNN. And a new season of “Doctor Who” kicks off on BBC America.,"['Television', 'Movies']",https://www.nytimes.com/2020/01/01/arts/television/whats-on-tv-wednesday-a-linda-ronstadt-doc-and-doctor-who.html,article,News
How the U.S. Embassy in Iraq Became a Target,2020-01-01,-0.7351,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.7351}",World,"After months of turmoil in Iraq, U.S. airstrikes against a pro-Iranian militia drew a backlash.","['Politics and Government', 'United States International Relations', 'United States Defense and Military Forces', 'Defense and Military Forces', 'Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates', 'Corruption (Institutional)']",https://www.nytimes.com/2020/01/01/world/middleeast/iraq-embassy-iran.html,article,News
10 Electric Vehicles to Watch,2020-01-01,-0.0387,"{'neg': 0.065, 'neu': 0.873, 'pos': 0.062, 'compound': -0.0387}",Business Day,"Sales doubled in 2019, but the industry’s tipping point — severing ties to the gas pump — still lies ahead. These cars will help make that happen.","['Electric and Hybrid Vehicles', 'Automobile Service and Charging Stations', 'Batteries']",https://www.nytimes.com/2020/01/01/business/future-electric-cars-2020.html,article,News
Why the Fires in Australia Are So Bad,2020-01-01,-0.34,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.34}",World,"Bush fire season is nothing new to Australians, but this summer has been calamitous — and it’s far from over.","['Fires and Firefighters', 'Wildfires', 'Global Warming']",https://www.nytimes.com/2020/01/01/world/australia/fires.html,article,News
Pro-Iranian Protesters End Siege of U.S. Embassy in Baghdad,2020-01-01,0.3818,"{'neg': 0.085, 'neu': 0.785, 'pos': 0.13, 'compound': 0.3818}",World,"Iran’s ability to deploy militias to attack the American Embassy, with Iraqi support, made clear how much power it wields in Iraq.","['Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates', 'United States Defense and Military Forces', 'United States International Relations']",https://www.nytimes.com/2020/01/01/world/middleeast/us-embassy-baghdad-iraq.html,article,News
Judge John Hodgman on Uncle Money Bags,2020-01-01,0.3182,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.3182}",Magazine,"If you brother-in-law wants to slip your son some moola, just make sure it ends up in the right place.",['Comedy and Humor'],https://www.nytimes.com/2020/01/01/magazine/judge-john-hodgman-on-uncle-money-bags.html,article,News
"She Felt Fine, but Her M.R.I. Showed Several Strokes. What Was Wrong?",2020-01-01,0.4515,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4515}",Magazine,"After the 67-year-old woman fell at the airport, the left side of her body wouldn’t cooperate. The answer to her malady was found in her heart.","['Stroke', 'Brain', 'Heart', 'Medicine and Health']",https://www.nytimes.com/2020/01/01/magazine/cardiac-tumor-papillary-fibroelastoma-diagnosis.html,article,News
These Armenian Flatbreads Stuffed With Greens Are the Perfect Snack,2020-01-01,0.9042,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.9042}",Magazine,"Tangy and juicy, filled with seasoned herbs and hearty leaves, jingalov hats are a joy to eat.","['Cooking and Cookbooks', 'Recipes']",https://www.nytimes.com/2020/01/01/magazine/armenian-flatbreads-jingalov-hats-recipe.html,article,News
"‘Don’t Believe a Word,’ a Look at Language and Power (and Why Dolphins Have Accents)",2020-01-01,-0.128,"{'neg': 0.051, 'neu': 0.906, 'pos': 0.043, 'compound': -0.128}",Books,"David Shariatmadari’s book delves into issues like grammar snobbery, quirks of human and animal speech, and the transformation of even the simplest words.","['Books and Literature', 'Language and Languages']",https://www.nytimes.com/2020/01/01/books/review-dont-believe-word-david-shariatmadari.html,article,Review
"Eat Better, Feel Better? Food Advice From the Year in Well",2020-01-01,0.7003,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.7003}",Well,"Intermittent fasting, drinking less alcohol and eating more oysters are some of the steps you can try.","['Weight', 'Fasting', 'Diet and Nutrition']",https://www.nytimes.com/2020/01/01/well/eat/eat-better-feel-better-food-advice-from-the-year-in-well.html,article,News
Can You Talk Your Way Out of a Life Sentence?,2020-01-01,0.7506,"{'neg': 0.026, 'neu': 0.828, 'pos': 0.146, 'compound': 0.7506}",Magazine,California is giving a second chance to thousands of inmates who had no hope of parole. But first they have to prove to a panel of strangers that they’ve truly changed.,"['Prisons and Prisoners', 'Probation and Parole', 'Gangs', 'Sentences (Criminal)']",https://www.nytimes.com/2020/01/01/magazine/prison-parole-california.html,article,News
Poem: The Far Norway Maples,2020-01-01,0.8074,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.8074}",Magazine,"From the poet's 10th book of poems, “Sight Lines,” selected as the National Book Award winner for poetry in 2019. ",['Poetry and Poets'],https://www.nytimes.com/2020/01/01/magazine/poem-the-far-norway-maples.html,article,News
New Year’s Resolution: Be More Honest,2020-01-01,0.4939,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4939}",Well,Embracing honesty changed my life. Maybe it can change yours.,[],https://www.nytimes.com/2020/01/01/well/new-years-resolution-be-more-honest.html,article,News
No More Excuses Not to Exercise,2020-01-01,-0.0498,"{'neg': 0.034, 'neu': 0.936, 'pos': 0.03, 'compound': -0.0498}",Well,Many people say they don’t have the time to work out. But most of us spend hours each day viewing screens.,"['Exercise', 'New Year', 'Leisure', 'Television', 'Time']",https://www.nytimes.com/2020/01/01/well/move/exercise-physical-activity-workout-time.html,article,News
New Cruise Ships to Set Sail for Antarctica,2020-01-01,-0.3089,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.3089}",Travel,Interested in the southernmost continent? Here’s a roundup of some of the new ships and itineraries planned for the bucket-list destination.,"['Cruises', 'Travel and Vacations', 'Eco-Tourism', 'Ice']",https://www.nytimes.com/2020/01/01/travel/antarctica-cruises.html,article,News
The Tech That Will Invade Our Lives in 2020,2020-01-01,0.4019,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4019}",Technology,"From smart homes to ultrafast wireless speeds, here’s what to watch.","['5G (Wireless Communications)', 'Computers and the Internet', 'Wearable Computing', 'Mobile Applications', 'Wireless Communications', 'Driverless and Semiautonomous Vehicles', 'Home Automation and Smart Homes', 'Television', 'International Consumer Electronics Show', 'Television Sets and Media Devices', 'Innovation']",https://www.nytimes.com/2020/01/01/technology/personaltech/tech-trends-2020.html,article,News
Inside the Fake Igloo Rooftop Wars,2020-01-01,-0.4767,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4767}",New York,"Ahh, winter in New York City.","['Bars and Nightclubs', 'Roofs']",https://www.nytimes.com/2020/01/01/nyregion/igloos-nyc-bars-hotels.html,article,News
Adam Driver Has Put Everything He’s Got Onscreen,2020-01-01,0.3716,"{'neg': 0.034, 'neu': 0.887, 'pos': 0.079, 'compound': 0.3716}",Movies,"Just don’t ask him to explain. A likely best actor nominee for “Marriage Story,” he acknowledges that desire for validation, but it’s tricky: “It’s not separate from who I am.”","['Movies', 'ACTORS AND ACTRESSES', 'Gotham Independent Film Awards', 'Academy Awards (Oscars)']",https://www.nytimes.com/2020/01/01/movies/adam-driver-marriage-story.html,article,News
Couture Creations for Dancing Bodies,2020-01-01,0.3818,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.3818}",Arts,An exhibition at the Centre National du Costume de Scène in France considers the dialogue between the stage and the runway.,"['Dancing', 'Fashion and Apparel', 'Costumes']",https://www.nytimes.com/2020/01/01/arts/dance/costumes-couturiers-de-la-danse.html,article,News
"100 Years Ago, the Booziest January Suddenly Dried Up",2020-01-01,0.4767,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4767}",U.S.,"In 1920, Prohibition went into effect, but America partied on.","['Prohibition Era (1920-1933)', 'ALCOHOLIC BEVERAGES', 'Nineteen Hundred Twenties', 'Cocktails and Mixed Drinks']",https://www.nytimes.com/2020/01/01/us/100-years-ago-the-booziest-january-suddenly-dried-up.html,article,News
Elizabeth Warren Isn’t Talking Much About ‘Medicare for All’ Anymore,2020-01-01,0.4019,"{'neg': 0.044, 'neu': 0.869, 'pos': 0.087, 'compound': 0.4019}",U.S.,"There are signs her campaign is seeking to calm fears about her health care proposal, including having small meetings with rural Iowa voters to explain her financing and transition plans.","['Presidential Election of 2020', 'Health Insurance and Managed Care', 'Primaries and Caucuses']",https://www.nytimes.com/2020/01/01/us/politics/elizabeth-warren-medicare-for-all.html,article,News
"Living In ... Bedminster, N.J.",2020-01-01,-0.0387,"{'neg': 0.048, 'neu': 0.908, 'pos': 0.044, 'compound': -0.0387}",Real Estate,"For full-time residents who value their privacy, the president’s helicopters can be annoying. But the intrusion is usually short-lived.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/slideshow/2020/01/01/realestate/living-in-bedminster-nj.html,multimedia,Slideshow
"In a Homecoming Video Meant to Unite Campus, Almost Everyone Was White",2020-01-01,0.25,"{'neg': 0.0, 'neu': 0.967, 'pos': 0.033, 'compound': 0.25}",U.S.,"The video was created to show off the University of Wisconsin. Instead, it set off a furor, and a reckoning over what it means to be a black student on campus.","['Colleges and Universities', 'Race and Ethnicity', 'Whites', 'Discrimination', 'Black People', 'Blacks', 'Video Recordings, Downloads and Streaming']",https://www.nytimes.com/2020/01/01/us/university-of-wisconsin-race-video.html,article,News
"Bedminster, N.J.: Horses, Golf and Presidential Visits",2020-01-01,-0.2144,"{'neg': 0.036, 'neu': 0.964, 'pos': 0.0, 'compound': -0.2144}",Real Estate,"Residents of the Somerset County township, who span the economic spectrum, often find the helicopters annoying. But the intrusion is usually short-lived.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/2020/01/01/realestate/bedminster-nj-horses-golf-and-presidential-visits.html,article,News
China Moves to Steady Its Slowing Economic Growth,2020-01-01,0.4215,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.4215}",Business Day,The country’s central bank will in effect inject $115 billion into the financial system despite signs the economy has been improving.,"['Economic Conditions and Trends', 'Politics and Government', 'International Trade and World Market', 'Production']",https://www.nytimes.com/2020/01/01/business/economy/china-economy-reserve-requirement-ratio.html,article,News
Pete Buttigieg’s Campaign Says It Raised $24.7 Million in the Fourth Quarter,2020-01-01,0.8658,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.8658}",U.S.,"Mr. Buttigieg, who appears in strong position in Iowa with a month until the caucuses, continues to show fund-raising strength.","['Campaign Finance', 'Presidential Election of 2020', 'United States Politics and Government']",https://www.nytimes.com/2020/01/01/us/politics/pete-buttigieg-fundraising.html,article,News
"The Work Diary of Anna Bond, Whose Work Includes … Making Diaries",2020-01-01,0.0433,"{'neg': 0.04, 'neu': 0.916, 'pos': 0.043, 'compound': 0.0433}",Business Day,"In an iCal era, the co-founder of Rifle Paper Co., seller of stationery and home goods, still relies on physical planners (and the drive-through).","['Design', 'Workplace Environment']",https://www.nytimes.com/2020/01/01/business/rifle-paper-co.html,article,News
Pika-Who? How Pokémon Go Confused the Canadian Military,2020-01-01,0.1926,"{'neg': 0.05, 'neu': 0.884, 'pos': 0.066, 'compound': 0.1926}",World,"“We should almost hire a 12-year-old to help us out with this,” an official wrote.","['Defense and Military Forces', 'Military Bases and Installations', 'Pokemon (Fictional Characters)', 'Mobile Applications', 'Augmented Reality (Computers)']",https://www.nytimes.com/2020/01/01/world/canada/pokemon-go-canada-military.html,article,News
What Kim Jong-un’s Latest Threats Say About His Trump Strategy,2020-01-01,-0.6124,"{'neg': 0.123, 'neu': 0.833, 'pos': 0.044, 'compound': -0.6124}",World,"With an election and impeachment trial pending in the United States, North Korea’s leader added elements of caution in his threat of “shocking” action.","['United States International Relations', 'Nuclear Tests', 'Embargoes and Sanctions', 'Politics and Government', 'Nuclear Weapons']",https://www.nytimes.com/2020/01/01/world/asia/north-korea-kim-trump.html,article,News
Mexico Prison Fight Leaves at Least 16 Inmates Dead,2020-01-01,-0.8176,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.8176}",World,Officials said several guns were found in the penitentiary.,"['Prisons and Prisoners', 'Deaths (Fatalities)', 'Drug Cartels', 'Demonstrations, Protests and Riots']",https://www.nytimes.com/2020/01/01/world/americas/mexico-prison-fight.html,article,News
"What You Get for $750,000",2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Real Estate,"A brand-new cottage in Oxford, Miss.; 1967 modern-style home in Kansas City, Mo.; and a three-bedroom house with red-rock views in Sedona, Ariz.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/slideshow/2020/01/01/realestate/what-you-get-for-750000.html,multimedia,Slideshow
"$750,000 Homes in Mississippi, Missouri and Arizona",2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Real Estate,"A brand-new cottage in Oxford, a 1967 modern-style home in Kansas City and a three-bedroom house with red-rock views in Sedona.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/2020/01/01/realestate/750000-homes-in-mississippi-missouri-and-arizona.html,article,News
Netanyahu Seeks Immunity From Israeli Corruption Charges,2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",World,"His request to Parliament is a rare move, and a potentially unpopular one, heading into a general election. But it could keep the Israeli leader out of court.","['Corruption (Institutional)', 'Immunity from Prosecution', 'Politics and Government', 'Elections']",https://www.nytimes.com/2020/01/01/world/middleeast/israel-netanyahu-immunity.html,article,News
Restored 19th-Century Elegance in Northwestern Spain,2020-01-01,0.6705,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.6705}",Real Estate,This estate in the Galicia region of Spain is on the market for $1.7 million.,['Real Estate and Housing (Residential)'],https://www.nytimes.com/slideshow/2020/01/01/realestate/restored-19th-century-elegance-in-northwestern-spain.html,multimedia,Slideshow
House Hunting in Spain: A Historic Estate For Under $2 Million,2020-01-01,0.4404,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.4404}",Real Estate,"In Galicia, where the climate and the housing market are cooler, prices remain attractive to native and foreign buyers alike.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/2020/01/01/realestate/house-hunting-in-spain-a-historic-estate-for-under-2-million.html,article,News
Pope Francis Apologizes After Slapping Away a Clinging Pilgrim,2020-01-01,0.8591,"{'neg': 0.02, 'neu': 0.799, 'pos': 0.181, 'compound': 0.8591}",World,"As the pontiff greeted members of the public on New Year’s Eve, one woman grabbed his hand with both of hers. A video of the incident was shared widely online.",[],https://www.nytimes.com/2020/01/01/world/europe/pope-francis-slap-video.html,article,News
Fearless Predictions for the N.B.A. in 2020,2020-01-01,0.7003,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.7003}",Sports,Breaking out the crystal roundball for some (almost) fearless predictions for the N.B.A. in 2020.,['Basketball'],https://www.nytimes.com/2020/01/01/sports/basketball/fearless-predictions-for-the-nba-in-2020.html,article,News
One Startling Scene: Tracy Letts in ‘Ford v Ferrari’,2020-01-01,-0.4215,"{'neg': 0.064, 'neu': 0.909, 'pos': 0.027, 'compound': -0.4215}",Movies,"The actor explains his thought process behind a high-speed drive that leaves his character, Henry Ford II, reeling — and then some.","['Movies', 'Academy Awards (Oscars)', 'ACTORS AND ACTRESSES']",https://www.nytimes.com/2020/01/01/movies/tracy-letts-ford-v-ferrari.html,article,News
Simon Stone Faced the Unthinkable. He Thinks You Should Too.,2020-01-01,-0.4939,"{'neg': 0.081, 'neu': 0.879, 'pos': 0.04, 'compound': -0.4939}",Theater,"After a family tragedy, the Australian director found a home in the theater, creating harrowing updates of classics. His latest: “Medea” at the Brooklyn Academy of Music.",['Theater'],https://www.nytimes.com/2020/01/01/theater/simon-stone-medea-bam.html,article,News
Reading ‘Us’ Through Its T-shirts,2020-01-01,0.4588,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4588}",Movies,"With its star, Lupita Nyong’o, in awards contention this season, a look at the clothes that helped tell the story.","['Movies', 'Academy Awards (Oscars)', 'Costumes']",https://www.nytimes.com/2020/01/01/movies/us-jordan-peele-shirts.html,article,News
"New Year, New Recipes",2020-01-01,0.4019,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4019}",Food,"Indian butter chickpeas, mushroom Bourguignon, and more: Melissa Clark has seven new recipes to help you eat less meat in 2020.",['Cooking and Cookbooks'],https://www.nytimes.com/2020/01/01/dining/new-year-new-recipes.html,article,News
Stories About Equality that Gave Us Hope in 2019,2020-01-01,0.2516,"{'neg': 0.076, 'neu': 0.785, 'pos': 0.139, 'compound': 0.2516}",U.S.,"At a time when hate crimes, inequality and white supremacy appear to be on the rise, these stories offered a little hope.","['Race and Ethnicity', 'Asian-Americans', 'Religion and Belief', 'Native Americans', 'Theater']",https://www.nytimes.com/2020/01/01/us/stories-about-equality-that-gave-us-hope-in-2019.html,article,News
‘A Quiet Place Part II’ First Trailer: Why Is It So Noisy?,2020-01-01,-0.5719,"{'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.5719}",Movies,"Emily Blunt is back in a sequel to the 2018 horror hit directed by her husband, John Krasinski. Cilian Murphy and Djimon Hounsou are now part of the cast.",['Movies'],https://www.nytimes.com/2020/01/01/movies/a-quiet-place-part-ii-trailer.html,article,News
North Korea Is Not Done Trolling Trump,2020-01-01,-0.5994,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.5994}",Opinion,Kim Jong-un just restarted his dance of death with America.,"['United States International Relations', 'Defense and Military Forces', 'Embargoes and Sanctions', 'Nuclear Weapons', 'Missiles and Missile Defense Systems', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Human Rights and Human Rights Violations']",https://www.nytimes.com/2020/01/01/opinion/north-korea-nuclear-test.html,article,Op-Ed
"Flying Lanterns Probably Caused Zoo Fire in Germany, Police Say",2020-01-01,-0.8591,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.8591}",World,"The blaze burned down a primate enclosure, killing at least 30 animals. Three women told the police that they were sorry for using flying lanterns on New Year’s Eve.","['Fires and Firefighters', 'Zoos', 'Monkeys and Apes', 'Accidents and Safety']",https://www.nytimes.com/2020/01/01/world/europe/zoo-fire-krefeld-germany.html,article,News
"Coaching Female Athletes, and Gender Inequality",2020-01-01,-0.2755,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.2755}",Opinion,"Promoting women in these roles does not mean that we should denigrate the men in them, a reader says.","['Athletics and Sports', 'Women and Girls', 'Coaches and Managers', 'Title IX (Gender Discrimination Legislation)']",https://www.nytimes.com/2020/01/01/opinion/letters/women-athletes.html,article,Letter
There Will Be Blood. And It Will Be in Your Face.,2020-01-01,0.4019,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.4019}",Style,Some help — and commiseration — for all the heavy blushers out there.,"['Anxiety and Stress', 'Shyness', 'Mental Health and Disorders', 'Women and Girls', 'your-feed-selfcare', 'your-feed-work']",https://www.nytimes.com/2020/01/01/style/self-care/how-to-stop-blushing.html,article,News
Can Collectors: Nuisance or Public Service?,2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Opinion,Readers offer different views of those who earn money by rummaging through trash bags to collect recyclables.,['Recycling of Waste Materials'],https://www.nytimes.com/2020/01/01/opinion/letters/canners-recyclables.html,article,Letter
2020 Golden Globes Predictions: Which Movies Will Win?,2020-01-01,0.4423,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.4423}",Movies,"Split categories allow voters to spread the wealth, but who prevails when Quentin Tarantino, Martin Scorsese, and Bong Joon Ho compete?","['Movies', 'Golden Globes (Awards)']",https://www.nytimes.com/2020/01/01/movies/2020-golden-globes-predictions.html,article,News
"Money, Rage and Love",2020-01-01,-0.5574,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",Parenting,How America parented in 2019.,[],https://www.nytimes.com/2020/01/01/parenting/money-rage-and-love.html,article,News
Rethinking How We Choose Candidates,2020-01-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Opinion,"Readers offer their suggestions for how to revamp the primary process, in response to a column by David Leonhardt.","['Primaries and Caucuses', 'Voting and Voters', 'United States Politics and Government']",https://www.nytimes.com/2020/01/01/opinion/letters/united-states-elections.html,article,Letter
A Restaurant With No Leftovers,2020-01-01,-0.7351,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.7351}",Business Day,A Brooklyn wine bar and restaurant is one of a handful of establishments in different cities that are trying to eliminate waste from their premises.,"['Waste Materials and Disposal', 'Recycling of Waste Materials', 'Restaurants', 'Food', 'Sustainable Living']",https://www.nytimes.com/2020/01/01/business/zero-waste-restaurants.html,article,News
A.I. Is Learning to Read Mammograms,2020-01-01,-0.7878,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.7878}",Health,Computers that are trained to recognize patterns and interpret images may outperform humans at finding cancer on X-rays.,"['Breast Cancer', 'Mammography', 'Artificial Intelligence', 'Cancer', 'your-feed-healthcare']",https://www.nytimes.com/2020/01/01/health/breast-cancer-mammogram-artificial-intelligence.html,article,News
