headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
"Navy Won’t Repair Fire-Damaged Warship, Saying It Would Cost Billions",2020-12-01,-0.1779,"{'neg': 0.036, 'neu': 0.964, 'pos': 0.0, 'compound': -0.1779}",U.S.,"The U.S.S. Bonhomme Richard will instead be decommissioned and some of its spare parts will be used in other naval vessels, officials said.","['Ships and Shipping', 'Arson', 'Maritime Accidents and Safety', 'USS Bonhomme Richard (LHD-6) (Ship)', 'United States Defense and Military Forces', 'Fires and Firefighters']",https://www.nytimes.com/2020/11/30/us/navy-warship-decommissioned.html,article,News
‘That Just About Sums Things Up’,2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Crosswords & Games,Byron Walden gives us a workout.,['Crossword Puzzles'],https://www.nytimes.com/2020/11/30/crosswords/daily-puzzle-2020-12-01.html,article,News
Your Tuesday Briefing,2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Briefing,The dark winter ahead for the U.S.,[],https://www.nytimes.com/2020/11/30/briefing/coronavirus-nato-report-india-protests.html,article,briefing
Trump Raises $170 Million as He Denies His Loss and Eyes the Future,2020-12-01,-0.3716,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.3716}",U.S.,"The president’s campaign has ratcheted up its appeals for cash, but the first 75 percent of every contribution is going to a new political action committee that could fund his next political move.","['Presidential Election of 2020', 'Campaign Finance', 'Political Action Committees']",https://www.nytimes.com/2020/11/30/us/politics/trump-campaign-donations.html,article,News
How a Mysterious Monolith Vanished Overnight (It Wasn’t Aliens),2020-12-01,0.3818,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.3818}",Arts,A photographer said four men dismantled the mysterious shiny object that has captivated the country. Two Utah residents said they took part in the removal.,"['Sculpture', 'Deserts', 'Federal Lands', 'Art']",https://www.nytimes.com/2020/12/01/arts/design/utah-monolith-removed-instagram.html,article,News
Los Angeles Reverses Decision to Close Virus Testing Site for a Film Shoot,2020-12-01,-0.34,"{'neg': 0.037, 'neu': 0.963, 'pos': 0.0, 'compound': -0.34}",U.S.,Testing was going to be disrupted at a major transit hub because of the filming of a movie featuring the TikTok star Addison Rae. The city then backtracked.,['Shutdowns (Institutional)'],https://www.nytimes.com/2020/12/01/us/virus-testing-Union-Station-Los-Angeles.html,article,News
Word + Quiz: bildungsroman,2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",The Learning Network,This word has appeared in 17 articles on NYTimes.com in the past year.,[],https://www.nytimes.com/2020/12/01/learning/word-quiz-bildungsroman.html,article,News
"Bank Robbers in Brazil Terrorize a Sleepy City, Overpowering Police",2020-12-01,-0.8625,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.8625}",World,"An organized gang struck the southern city of Criciúma with guns and explosives, robbing a bank and briefly taking hostages. Hours later, Brazilians reported another gang robbery over 2,000 miles away.","['Bank Robberies', 'Organized Crime']",https://www.nytimes.com/2020/12/01/world/americas/brazil-criciuma-bank-robbery.html,article,News
"Late Night Reels as Joe Biden Gets the Boot, Too",2020-12-01,0.7184,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.7184}",Arts,"“Someone check who that dog voted for,” Trevor Noah said after the president-elect fractured his foot while playing with his German shepherd.",[],https://www.nytimes.com/2020/12/01/arts/television/late-night-joe-biden-fractured-foot.html,article,News
"He Was a Stick, She Was a Leaf; Together They Made History",2020-12-01,0.0736,"{'neg': 0.042, 'neu': 0.909, 'pos': 0.049, 'compound': 0.0736}",Science,A surprise clutch of eggs has solved a century-old leaf insect mystery.,"['your-feed-science', 'your-feed-animals', 'Insects', 'Reproduction (Biological)', 'Research', 'Museums']",https://www.nytimes.com/2020/12/01/science/leaf-stick-insects-phyllium-asekiense.html,article,News
Best Books?,2020-12-01,0.8577,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8577}",The Learning Network,What have you read and loved this year?,[],https://www.nytimes.com/2020/12/01/learning/best-books.html,article,News
Can the Giants’ Tenuous Grasp of the N.F.C. East Hold?,2020-12-01,0.6369,"{'neg': 0.029, 'neu': 0.879, 'pos': 0.092, 'compound': 0.6369}",Sports,"The Giants are riding a three-game win streak and seem banded behind first-year Coach Joe Judge. In a shaky division, that just might be enough to put them in the playoffs.","['Football', 'Coaches and Managers']",https://www.nytimes.com/2020/12/01/sports/football/giants-bengals.html,article,News
This Los Angeles Team Wants to Diversify Cycling. They’re Starting With Its Podiums.,2020-12-01,-0.3412,"{'neg': 0.039, 'neu': 0.961, 'pos': 0.0, 'compound': -0.3412}",Sports,"As a Black cyclist from South Los Angeles, Justin Williams says he has frequently been written off by managers. That hasn’t slowed him down as he works to diversify the sport.","['Cycling, Road', 'Black People', 'Blacks', 'Race and Ethnicity']",https://www.nytimes.com/2020/12/01/sports/justin-williams-cycling-L39ION.html,article,News
"Without Crowds, Is Times Square Really Times Square? Take a Look",2020-12-01,-0.7476,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.7476}",New York,"The throngs of visitors have disappeared from New York City’s famous neighborhood, and there is an eeriness to the emptiness.","['Quarantine (Life and Culture)', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Homeless Persons', 'Travel and Vacations']",https://www.nytimes.com/2020/12/01/nyregion/times-square-nyc-coronavirus.html,article,News
New ‘BTS Law’ Is Passed in South Korea. An Army of Fans Rejoices.,2020-12-01,0.5719,"{'neg': 0.033, 'neu': 0.864, 'pos': 0.103, 'compound': 0.5719}",World,The oldest member of BTS was saved at the last minute from having to join the military under the country’s conscription system.,"['K-Pop', 'Defense and Military Forces', 'Draft and Recruitment (Military)', 'Law and Legislation']",https://www.nytimes.com/2020/12/01/world/asia/korea-bts-law-military-deferment.html,article,News
"France has kept schools open without driving up infections, and other news from around the world.",2020-12-01,0.5106,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.5106}",World,"France’s coronavirus test positivity rate, at 11.1 percent, is nearly four times that of New York City.",['internal-essential'],https://www.nytimes.com/2020/12/01/world/france-has-kept-schools-open-without-driving-up-infections-and-other-news-from-around-the-world.html,article,News
"The C.D.C. discusses who should get vaccinated first, but the decision will fall to states.",2020-12-01,0.5023,"{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.5023}",U.S.,"A Centers for Disease Control and Prevention advisory committee is meeting on Tuesday afternoon to decide what its advice will be about who should get access to Covid-19 vaccines first. But much like its recommendations about masks and travel restrictions, the C.D.C.’s guidance about vaccine distribution will only inform states, which will ultimately need to devise their own plans.",['internal-essential'],https://www.nytimes.com/2020/12/01/us/the-cdc-discusses-who-should-get-vaccinated-first-but-the-decision-will-fall-to-states.html,article,News
Should I Stop Speaking to My Trump-Supporting Friends?,2020-12-01,-0.2869,"{'neg': 0.091, 'neu': 0.859, 'pos': 0.05, 'compound': -0.2869}",Magazine,"The magazine’s Ethicist columnist on ending friendships with those who back the president, identifying as L.G.B.T.Q. on medical-school applications — and more.","['Homosexuality and Bisexuality', 'Medical Schools', 'Ethics (Personal)', 'United States Politics and Government']",https://www.nytimes.com/2020/12/01/magazine/should-i-stop-speaking-to-my-trump-supporting-friends.html,article,News
Their Pandemic Safety Plan Starts With a ‘Decontamination Station’,2020-12-01,0.4215,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.4215}",U.S.,Quentin Blakley is a firefighter who comes into close contact with strangers all day long. He and his family haven’t let their guard down since March.,"['Families and Family Life', 'Coronavirus (2019-nCoV)', 'Coronavirus Risks and Safety Concerns']",https://www.nytimes.com/interactive/2020/12/01/us/familyinterrupted-blakley.html,multimedia,Interactive Feature
How to Build a Snowman,2020-12-01,0.2732,"{'neg': 0.029, 'neu': 0.916, 'pos': 0.055, 'compound': 0.2732}",Magazine,It doesn’t have to be a man. Pat the snow as you go. Leave scarves outside to cool before accessorizing.,"['Snow and Snowstorms', 'Content Type: Service']",https://www.nytimes.com/2020/12/01/magazine/how-to-build-a-snowman.html,article,News
It’s the End of Humanity. Maybe It’s for the Best.,2020-12-01,-0.3412,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.3412}",Books,"In “Dissipatio H.G.,” by Guido Morselli, every human in the world vanishes. Except one.",['Books and Literature'],https://www.nytimes.com/2020/12/01/books/review/guido-morselli-dissipatio-hg.html,article,Review
The Evolution of the Robot-Doctor,2020-12-01,0.4939,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.4939}",Well,"Where just last year, communication with patients and families through a screen felt crass, now it’s the compassionate thing to do.","['Telemedicine', 'Videophones and Videoconferencing', 'Families and Family Life', 'Hospitals', 'iPad', 'Coronavirus (2019-nCoV)', 'Computers and the Internet', 'Robots and Robotics']",https://www.nytimes.com/2020/12/01/well/live/Telemedicine-Hospitals.html,article,News
I Read Court Documents for Fun. Hear Me Out.,2020-12-01,-0.1027,"{'neg': 0.084, 'neu': 0.857, 'pos': 0.059, 'compound': -0.1027}",Magazine,"Trial lawyers are storytellers. Take the case of the Velvet Elvis, a kitschy cigar lounge that got on the wrong side of the Presley estate.",['Suits and Litigation (Civil)'],https://www.nytimes.com/2020/12/01/magazine/i-read-court-documents-for-fun-hear-me-out.html,article,News
"New & Noteworthy, From Cheese to Player Two",2020-12-01,0.4588,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.4588}",Books,"A selection of recent books of interest; plus, a peek at what our colleagues around the newsroom are reading.",['Books and Literature'],https://www.nytimes.com/2020/12/01/books/review/new-this-week.html,article,News
"Why Can’t Women Be Serial Killers, Too?",2020-12-01,-0.4253,"{'neg': 0.146, 'neu': 0.75, 'pos': 0.104, 'compound': -0.4253}",Books,"In Chelsea G. Summers’s “A Certain Hunger,” a psychopathic food critic literally consumes the men she targets.",['Books and Literature'],https://www.nytimes.com/2020/12/01/books/review/a-certain-hunger-chelsea-g-summers.html,article,Review
"In America, Is Power in the Hands of Too Many ‘Mediocre’ Men?",2020-12-01,-0.2495,"{'neg': 0.064, 'neu': 0.872, 'pos': 0.064, 'compound': -0.2495}",Books,"In her new book, Ijeoma Oluo traces the history of white American manhood from Buffalo Bill to contemporary football to show how violence and opportunism have helped white men maintain a grip on power.","['Books and Literature', 'Discrimination', 'Men and Boys', 'Whites', ""Women's Rights""]",https://www.nytimes.com/2020/12/01/books/review/mediocre-ijeoma-oluo.html,article,Review
"The Rich, Literary Life of the Creator of America’s Favorite Girl Spy",2020-12-01,0.765,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.765}",Books,"“Sometimes You Have to Lie,” a biography by Leslie Brody of Louise Fitzhugh, the author of “Harriet the Spy,” reveals a writer who had much in common with her indelible characters.","['Books and Literature', 'Writing and Writers', 'Children and Childhood', 'Content Type: Personal Profile']",https://www.nytimes.com/2020/12/01/books/review/sometimes-you-have-to-lie-leslie-brody.html,article,News
"‘Ordesa’ Is a Meditation on Yearning, Solitude and Family",2020-12-01,0.4215,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.4215}",Books,"In Manuel Vilas’s novel, a writer takes stock of his past and the changing face of Spain.",['Books and Literature'],https://www.nytimes.com/2020/12/01/books/review/manuel-vilas-ordesa.html,article,Review
India’s Leading Documentary Filmmaker Has a Warning,2020-12-01,-0.34,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.34}",Magazine,"Anand Patwardhan spent decades tracking the rise of Hindu nationalism. And now, under an increasingly repressive government, he holds his screenings in secret.","['Documentary Films and Programs', 'Caste Systems', 'Censorship', 'Politics and Government', 'Nationalism (Theory and Philosophy)', 'Discrimination', 'Hinduism', 'Content Type: Personal Profile']",https://www.nytimes.com/2020/12/01/magazine/india-documentary-anand-patwardhan.html,article,News
How DeVos May Have Started a Counterrevolution in Education,2020-12-01,-0.4215,"{'neg': 0.101, 'neu': 0.847, 'pos': 0.053, 'compound': -0.4215}",Opinion,Betsy DeVos’s assault on public education has provided a chance for major policy renewal.,"['United States Politics and Government', 'Education (K-12)', 'Private and Sectarian Schools', 'Charter Schools', 'For-Profit Schools', 'Tests and Examinations']",https://www.nytimes.com/2020/12/01/opinion/betsy-devos-education.html,article,Op-Ed
"Homeira Qaderi Wants Her Son to Know Her, So She Wrote a Book",2020-12-01,-0.3182,"{'neg': 0.039, 'neu': 0.961, 'pos': 0.0, 'compound': -0.3182}",Books,"When the Taliban halted education for girls, this young activist fought to find her voice as a writer. Now she’s using it to make herself heard.","['Books and Literature', 'Women and Girls']",https://www.nytimes.com/2020/12/01/books/group-text-homeira-qaderi-dancing-in-the-mosque.html,article,News
"After 4 Years of Trump, Medicare and Medicaid Badly Need Attention",2020-12-01,-0.7845,"{'neg': 0.165, 'neu': 0.835, 'pos': 0.0, 'compound': -0.7845}",Opinion,Science and objective analysis need to be revived.,"['Drugs (Pharmaceuticals)', 'Health Insurance and Managed Care', 'Elderly', 'Medicare', 'Medicaid', 'Presidential Election of 2020']",https://www.nytimes.com/2020/12/01/opinion/trump-medicare-medicaid.html,article,Op-Ed
Why the Pandemic Has Made Streets More Dangerous for Blind People,2020-12-01,-0.5657,"{'neg': 0.104, 'neu': 0.852, 'pos': 0.044, 'compound': -0.5657}",New York,Audible crossing signals help visually impaired pedestrians. A court ordered New York City to come up with a plan to install more of the devices.,"['Blindness', 'Suits and Litigation (Civil)', 'Walking', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/12/01/nyregion/nyc-blind-pedestrian-signals.html,article,News
Biden Faces a Balancing Act in Choosing Top Aides With Business Ties,2020-12-01,0.4404,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.4404}",U.S.,"Jeffrey Zients, a candidate to lead the administration’s coronavirus response team, is arousing resistance from some progressive Democrats.","['Presidential Transition (US)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']",https://www.nytimes.com/2020/12/01/us/politics/biden-staff-business-zients.html,article,News
Best Dance of 2020,2020-12-01,0.836,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.836}",Arts,"Theaters shut down, but dance didn’t. There was dancing in the streets and dancing on screens. Old treasures spilled out of the vaults.","['Two Thousand Twenty', 'Quarantine (Life and Culture)', 'Dancing', 'Art']",https://www.nytimes.com/2020/12/01/arts/dance/best-dance.html,article,News
"‘They Stole That Election From Me,’ Rudy Giuliani Said Decades Ago",2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Opinion,Mayoral elections between David Dinkins and Mr. Giuliani foretold the future of American politics.,"['Elections, Mayors']",https://www.nytimes.com/2020/12/01/opinion/dinkins-giuliani-nyc-mayor.html,article,Op-Ed
The Best-Kept Fashion Secret of ‘The Crown’,2020-12-01,0.6369,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.6369}",Style,One online vintage shop is the source of many of Princess Diana’s best looks.,"['Fashion and Apparel', 'Shopping and Retail', 'Television', 'Costumes', 'Content Type: Personal Profile', 'your-feed-fashion', 'Entrepreneurship']",https://www.nytimes.com/2020/12/01/style/the-best-kept-fashion-secret-of-the-crown.html,article,News
Reinventing Workers for the Post-Covid Economy,2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Business Day,"Especially in service industries, old jobs may not be coming back. Training programs are aiming to provide skills for more resilient occupations.","['Hiring and Promotion', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Vocational Training', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Careers and Professions', 'United States Economy', 'Shutdowns (Institutional)']",https://www.nytimes.com/2020/12/01/business/economy/workers-jobs-training.html,article,News
How to Pretend You’re in Tokyo,2020-12-01,0.6757,"{'neg': 0.021, 'neu': 0.894, 'pos': 0.085, 'compound': 0.6757}",Travel,"That Tokyo trip will have to wait for the millions of people who canceled flights and hotel bookings. But there are ways to bring you closer to this sometimes impenetrable, always fascinating, city.","['Travel and Vacations', 'Cooking and Cookbooks', 'Restaurants', 'Music', 'Video Recordings, Downloads and Streaming', 'Movies', 'Books and Literature', 'Pop and Rock Music']",https://www.nytimes.com/2020/12/01/travel/tokyo-vacation-at-home.html,article,News
Who Will Get the Coronavirus Vaccine First?,2020-12-01,0.5574,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.5574}",Health,"We answer that and other important questions about the distribution, safety and availability of the shots.","['your-feed-science', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'Elderly']",https://www.nytimes.com/2020/12/01/health/covid-vaccine-distribution-first.html,article,News
‘Georgia Is Not New York’: Progressives Adapt Efforts for Senate Runoffs,2020-12-01,0.631,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.631}",U.S.,"The two Democrats running in Georgia don’t share the far-reaching policy goals of their party’s left flank, but progressives are still trying to help them — with modified messages.","['Presidential Election of 2020', 'United States Politics and Government', 'Elections, Senate', 'Green New Deal']",https://www.nytimes.com/2020/12/01/us/politics/georgia-senate-election-democrats.html,article,News
These ‘Little Land Mines’ Could Prevent a Summertime Boom,2020-12-01,0.0129,"{'neg': 0.0, 'neu': 0.976, 'pos': 0.024, 'compound': 0.0129}",The Upshot,"A roaring recovery is in sight, but a lot depends on what Congress does next for the winter economy.","['United States Economy', 'Stimulus (Economic)', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Real Estate (Commercial)', 'Restaurants', 'Shopping Centers and Malls']",https://www.nytimes.com/2020/12/01/upshot/economic-boom-possible-covid.html,article,News
Her Renovation Strategy: ‘I Just Ripped Off the Band-Aid’,2020-12-01,0.2263,"{'neg': 0.065, 'neu': 0.851, 'pos': 0.083, 'compound': 0.2263}",Real Estate,"As one architect discovered for herself after a failed relationship, the best way forward is sometimes getting rid of most of what you own.","['Real Estate and Housing (Residential)', 'Restoration and Renovation', 'Home Repairs and Improvements', 'Interior Design and Furnishings', 'Furniture', 'Lighting']",https://www.nytimes.com/slideshow/2020/12/01/realestate/her-renovation-strategy-i-just-ripped-off-the-band-aid.html,multimedia,Slideshow
That Home You Made With Your Ex? ‘Say Goodbye to Everything’,2020-12-01,0.2263,"{'neg': 0.056, 'neu': 0.872, 'pos': 0.072, 'compound': 0.2263}",Real Estate,"As one architect discovered after a failed relationship, the best way forward is sometimes getting rid of most of what you own.","['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Furniture', 'Dating and Relationships', 'ARCHITECTURE']",https://www.nytimes.com/2020/12/01/realestate/renovating-after-a-break-up.html,article,News
"In Nagorno-Karabakh Peace Deal, Putin Applied a Deft New Touch",2020-12-01,0.0772,"{'neg': 0.087, 'neu': 0.822, 'pos': 0.091, 'compound': 0.0772}",World,"The iron-fisted tactics used against Georgia and Ukraine seem to have fallen out of favor, replaced by a more subtle blend of soft power and an implicit military threat.","['Peace Process', 'War and Armed Conflicts', 'International Relations']",https://www.nytimes.com/2020/12/01/world/europe/nagorno-karabakh-putin-armenia-azerbaijan.html,article,News
"Goodbye, Blazers; Hello, ‘Coatigans.’ Women Adjust Attire to Work at Home.",2020-12-01,-0.1779,"{'neg': 0.028, 'neu': 0.972, 'pos': 0.0, 'compound': -0.1779}",Business Day,"With many professional women working remotely, their notions of work wear have transformed, shaking up businesses that have sought to outfit them for the office.","['Telecommuting', 'Fashion and Apparel', 'Quarantine (Life and Culture)', 'Workplace Environment', 'Suits (Apparel)', 'Women and Girls']",https://www.nytimes.com/2020/12/01/business/work-from-home-women-office-attire.html,article,News
Best Theater of 2020,2020-12-01,0.9178,"{'neg': 0.046, 'neu': 0.699, 'pos': 0.255, 'compound': 0.9178}",Theater,"It wasn’t the year for celebration. But watching innovation flourish inspired our chief critic, while other writers found the joys of the stage in other media.","['Theater', 'Two Thousand Twenty']",https://www.nytimes.com/2020/12/01/theater/best-broadway-theater-show.html,article,News
Best TV Shows of 2020,2020-12-01,0.9637,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.9637}",Arts,"Television wasn’t spared by the pandemic, but there were still more great shows than any one person could watch. Here’s a look at the top series of the year, as well as some that signed off for good.","['Two Thousand Twenty', 'Television']",https://www.nytimes.com/2020/12/01/arts/television/best-tv-shows.html,article,News
Coronavirus in New York: The Latest,2020-12-01,-0.4019,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.4019}",New York,"The governor announced new measures to  stem the outbreak, focusing  on hospital capacity and  problem areas rather than on broad shutdowns.","['Coronavirus (2019-nCoV)', 'Acquired Immune Deficiency Syndrome']",https://www.nytimes.com/2020/12/01/nyregion/coronavirus-nyc.html,article,briefing
"‘Black Futures,’ by Kimberly Drew and Jenna Wortham: An Excerpt",2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Books,"An excerpt from “Black Futures,” by Kimberly Drew and Jenna Wortham",[],https://www.nytimes.com/2020/12/01/books/review/black-futures-by-kimberly-drew-and-jenna-wortham-an-excerpt.html,article,Review
"Vaccines are coming, but pandemic experts expect a ‘horrible’ winter.",2020-12-01,0.6486,"{'neg': 0.051, 'neu': 0.831, 'pos': 0.118, 'compound': 0.6486}",World,"With a new administration and coronavirus vaccines on the way, there is hope for the United States, even as it grapples with the appalling milestone of more than one million new coronavirus cases every week. ",['internal-essential'],https://www.nytimes.com/2020/12/01/world/vaccines-are-coming-but-pandemic-experts-expect-a-horrible-winter.html,article,News
"‘Dancing in the Mosque: An Afghan Mother’s Letter to her Son,’ by Homeira Qaderi: An Excerpt",2020-12-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Books,"An excerpt from “Dancing in the Mosque: An Afghan Mother’s Letter to her Son,” by Homeira Qaderi",[],https://www.nytimes.com/2020/12/01/books/review/dancing-in-the-mosque-an-afghan-mothers-letter-to-her-son-by-homeira-qaderi-an-excerpt.html,article,Review
"Biden’s Cabinet Picks, Part 1: Janet Yellen",2020-12-01,-0.5106,"{'neg': 0.1, 'neu': 0.856, 'pos': 0.044, 'compound': -0.5106}",Podcasts,A look at the president-elect’s choice of Treasury secretary and how she might tackle the pandemic-provoked financial crisis.,"['United States Economy', 'Presidential Transition (US)', 'United States Politics and Government', 'Women and Girls']",https://www.nytimes.com/2020/12/01/podcasts/the-daily/joe-biden-janet-yellen.html,article,News
Ideas for Giving Tuesday,2020-12-01,0.34,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.34}",Briefing,And what else you need to know today.,[],https://www.nytimes.com/2020/12/01/briefing/giving-tuesday-white-house-christmas-decorations-vaccine.html,article,briefing
U.K. National Theater Enters the Streaming Wars,2020-12-01,0.6486,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6486}",Theater,"During Britain’s lockdown, recorded plays from the archive were free to watch on YouTube. Now, the theater has started a paid service.","['Theater', 'Video Recordings, Downloads and Streaming']",https://www.nytimes.com/2020/12/01/theater/national-theatre-uk-streaming-service.html,article,News
