headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
What to Read: 4 Graphic Works,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Books,From a comics biography of a Spanish surrealist to retro drawings of female pro wrestlers.,"['Books and Literature', 'Comic Books and Strips']",https://www.nytimes.com/interactive/2021/09/01/books/review/new-graphic-novels.html,multimedia,Interactive Feature
"Newly Published, From Water Statues to the Supreme Court",2021-09-01,0.5574,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.5574}",Books,A selection of books published this week.,['Books and Literature'],https://www.nytimes.com/2021/09/01/books/review/new-this-week.html,article,News
OPEC and other producers decide to keep adding to oil output.,2021-09-01,0.3182,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.3182}",Business Day,"The cartel led by Saudi Arabia, along with Russia, will keep to modest production increase negotiated in July.","['Oil (Petroleum) and Gasoline', 'Production']",https://www.nytimes.com/2021/09/01/business/energy-environment/opec-plus-meeting.html,article,News
The Secret to Raising a Resilient Kid,2021-09-01,0.7264,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.7264}",Parenting,The ability to bounce back is more important now than ever; here’s how to impart it,"['Parenting', 'audio-positive-happy', 'audio-neutral-informative']",https://www.nytimes.com/2021/09/01/parenting/raising-resilient-kids.html,article,News
How Far Can You Go to Resist Being the Subject of a Viral Video?,2021-09-01,-0.7579,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.7579}",Magazine,One boy’s violent act of retribution raises uncomfortable questions about the world we’ve made for children.,"['Video Recordings, Downloads and Streaming', 'Smartphones', 'Social Media', 'Privacy']",https://www.nytimes.com/2021/09/01/magazine/tiktok-pranks.html,article,News
"A Holy-Grail, One-Pot Roast Chicken",2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Magazine,It’s the simplest recipe: a little bit braised and a little bit roasted in a covered Dutch oven.,['Cooking and Cookbooks'],https://www.nytimes.com/2021/09/01/magazine/chicken-in-a-pot-recipe.html,article,News
I Never Knew How Golden My Summers Were,2021-09-01,0.6068,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.6068}",Opinion,"Sometimes, what’s most important becomes clear only with the passage of time. ","['Summer (Season)', 'Memory']",https://www.nytimes.com/2021/09/01/opinion/covid-summer.html,article,Op-Ed
"In the Eyes of God, Does a State Have the Right to Kill a Man?",2021-09-01,-0.8504,"{'neg': 0.193, 'neu': 0.729, 'pos': 0.078, 'compound': -0.8504}",Opinion,The state of Texas will execute a death row inmate next week. Is capital punishment as it exists in the United States contrary to religious teachings?,"['Capital Punishment', 'Protestant Churches', 'audio-negative-tragedy']",https://www.nytimes.com/2021/09/01/opinion/death-penalty-texas.html,article,Op-Ed
College Football Looks to Fundamentals to Combat a 2020 Hangover,2021-09-01,0.0,"{'neg': 0.045, 'neu': 0.909, 'pos': 0.045, 'compound': 0.0}",Sports,More than one-third of Power 5 teams played eight games or fewer last season. Now coaches are preaching the basics more than usual.,"['Football (College)', 'Coaches and Managers']",https://www.nytimes.com/2021/09/01/sports/ncaafootball/ohio-state-ryan-day-fundamentals.html,article,News
How Rollers Became 2021’s Most Unexpected Hair Tool,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fashion & Style,"With the return of really big hair, a new generation is discovering rollers. Here’s how to master the look.","['Hair', 'Nineteen Hundred Nineties', 'Quarantine (Life and Culture)']",https://www.nytimes.com/2021/09/01/fashion/hair-rollers-tiktok.html,article,News
Airport Lounges: 7 Questions About Getting Back to Business,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Travel,"The majority of airport lounges serving international passengers remain closed, but domestic locations are reopening — offering varying experiences, that is. Here’s what air travelers need to know.","['AIRLINES AND AIRPLANES', 'Airports', 'Travel and Vacations', 'Quarantine (Life and Culture)', 'Credit Cards', 'Coronavirus Reopenings']",https://www.nytimes.com/2021/09/01/travel/airport-lounges.html,article,News
We Need to Start Traveling Again. Here’s How.,2021-09-01,0.3612,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.3612}",Opinion,We need a global vaccine certification system to ease international trade and trips.,"['Vaccination Proof and Immunization Records', 'Vaccination and Immunization', 'Travel Warnings', 'Quarantines', 'Travel and Vacations', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2021/09/01/opinion/covid-travel.html,article,Op-Ed
How Strong Is America’s Multiracial Democracy?,2021-09-01,-0.6249,"{'neg': 0.186, 'neu': 0.73, 'pos': 0.083, 'compound': -0.6249}",Opinion,"Recent research on racism, prejudice and politics suggests a broad range of possibilities.","['Discrimination', 'Minorities', 'Race and Ethnicity', 'Black People', 'Blacks', 'Segregation and Desegregation', 'Polls and Public Opinion', 'Whites', 'United States Economy', 'Presidential Election of 2016', 'Income Inequality']",https://www.nytimes.com/2021/09/01/opinion/us-multiracial-democracy.html,article,Op-Ed
"Summer Days, Drifting Away",2021-09-01,0.5487,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.5487}",New York,"It’s not over just yet, but we’re getting ready to bid the season farewell. (Plus, cocktail and ice cream recommendations!)","['Summer (Season)', 'Bars and Nightclubs', 'Ice Cream and Frozen Desserts', 'Cocktails and Mixed Drinks', 'Alcoholic Beverages']",https://www.nytimes.com/2021/09/01/nyregion/summer-new-york-cocktails-ice-cream.html,article,News
Naomi Osaka on Tennis and Childhood: ‘Home Is Queens and These Courts’,2021-09-01,0.6908,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.6908}",New York,"The defending U.S. Open champion got her start playing with her family in a city park in Jamaica, Queens.","['Tennis', 'United States Open (Tennis)', 'Content Type: Personal Profile']",https://www.nytimes.com/2021/09/01/nyregion/naomi-osaka-jamaica-queens.html,article,News
She’s the Investor Guru for Online Creators,2021-09-01,0.0258,"{'neg': 0.0, 'neu': 0.975, 'pos': 0.025, 'compound': 0.0258}",Technology,"Li Jin, 31, began backing creators years ago. She has raised her own fund to invest in influencer-related start-ups.","['Venture Capital', 'Social Media', 'Entrepreneurship', 'Start-ups', 'Computers and the Internet', 'Video Recordings, Downloads and Streaming', 'Content Type: Personal Profile']",https://www.nytimes.com/2021/09/01/technology/li-jin-youtube-creators.html,article,News
Is Brooklyn Leading New York City Out of the Pandemic?,2021-09-01,-0.4588,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.4588}",New York,"The emptying of Manhattan’s office districts has benefited Brooklyn neighborhoods where residents worked from home, testing the balance of power between the city’s boroughs.","['Coronavirus (2019-nCoV)', 'Relocation of Business', 'Coronavirus Reopenings', 'Economic Conditions and Trends', 'Small Business']",https://www.nytimes.com/2021/09/01/nyregion/nyc-brooklyn-pandemic.html,article,News
The Downtown Decade: U.S. Population Density Rose in the 2010s,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",The Upshot,"Outer suburbs still grew the fastest, but many downtowns and central districts also grew rapidly.","['Urban Areas', 'Population', 'Census', 'Two Thousand Tens (Decade)', 'Suburbs']",https://www.nytimes.com/2021/09/01/upshot/the-downtown-decade-us-population-density-rose-in-the-2010s.html,article,News
"It’s Election Season in Germany. No Charisma, Please!",2021-09-01,0.8639,"{'neg': 0.023, 'neu': 0.828, 'pos': 0.149, 'compound': 0.8639}",World,"The race to replace Chancellor Angela Merkel after 16 years in office is the tightest in years. But the two leading candidates are anything but exciting, and that’s how Germans like it.","['Politics and Government', 'Elections', 'Debates (Political)', 'Voting and Voters', 'Polls and Public Opinion', 'Legislatures and Parliaments']",https://www.nytimes.com/2021/09/01/world/europe/germany-election-scholz-laschet-baerbock-merkel.html,article,News
Covert Evacuations and Planned Demolitions: How the C.I.A. Left Its Last Base in Afghanistan,2021-09-01,-0.4877,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.4877}",World,A compound outside Kabul was one of the most secretive — and notorious — in Afghanistan. Our visual analysis shows how the spy agency shut down its operations there — and how the Taliban then entered the site.,"['Afghanistan War (2001- )', 'Espionage and Intelligence Services', 'Evacuations and Evacuees', 'Demolition', 'your-feed-visual-investigations']",https://www.nytimes.com/2021/09/01/world/asia/cia-afghanistan-evacuations-demolitions.html,article,News
"Living In ... Rye Brook, N.Y.",2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Real Estate,"In this southeastern Westchester community, ‘you don’t have the showiness that you do in some of the nearby towns.’",['Real Estate and Housing (Residential)'],https://www.nytimes.com/slideshow/2021/09/01/realestate/living-in-rye-brook-ny.html,multimedia,Slideshow
Refugees Are Suffering. This Novelist Won’t Look Away.,2021-09-01,-0.2955,"{'neg': 0.116, 'neu': 0.8, 'pos': 0.084, 'compound': -0.2955}",Books,"Rabih Alameddine writes about topics many would rather forget. In his new book, “The Wrong End of the Telescope,” he tells the story of a transgender doctor attempting to care for people fleeing war-torn Syria.","['Writing and Writers', 'Content Type: Personal Profile', 'Books and Literature', 'Refugees and Displaced Persons', 'Transgender and Transsexuals', 'Homosexuality and Bisexuality']",https://www.nytimes.com/2021/09/01/books/rabih-alameddine-wrong-end-telescope.html,article,News
"Rye Brook, N.Y.: A ‘Low-Profile’ Village With Good Schools",2021-09-01,0.7003,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.7003}",Real Estate,"In this southeastern Westchester community, ‘you don’t have the showiness that you do in some of the nearby towns.’","['Real Estate and Housing (Residential)', 'Content Type: Service']",https://www.nytimes.com/2021/09/01/realestate/rye-brook-ny-a-low-profile-village-with-good-schools.html,article,News
Arizona Banned School Mask Mandates. Now Some Kids Are Sick and Parents Are Angry.,2021-09-01,-0.2732,"{'neg': 0.089, 'neu': 0.87, 'pos': 0.041, 'compound': -0.2732}",U.S.,"Gov. Doug Ducey, a Republican who is not allowing schools to impose mask mandates but is a vocal supporter of Covid vaccinations, has been battered from all political sides.","['Politics and Government', 'Governors (US)', 'Parenting', 'Masks', 'Education (K-12)', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Disease Rates']",https://www.nytimes.com/2021/09/01/us/arizona-masks-covidd-doug-ducey.html,article,News
G.O.P. Election Reviews Create a New Kind of Security Threat,2021-09-01,0.802,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.802}",U.S.,"As Republicans continue to challenge the 2020 results, voting equipment is being compromised when partisan insiders and unvetted operatives gain access.","['Presidential Election of 2020', 'State Legislatures', 'Computer Security', 'Voting Machines', 'Infrastructure (Public Works)', 'Voting and Voters', 'Voter Fraud (Election Fraud)', 'Conspiracy Theories', 'Rumors and Misinformation', 'United States Politics and Government']",https://www.nytimes.com/2021/09/01/us/politics/gop-us-election-security.html,article,News
An Artist Who Brings Order to Chaos,2021-09-01,-0.0772,"{'neg': 0.027, 'neu': 0.973, 'pos': 0.0, 'compound': -0.0772}",Arts,John Akomfrah’s films have shaken up official narratives around Black identity and imperialism. His latest tries to make sense of life in the pandemic.,"['Black People', 'Blacks', 'Art', 'Movies', 'Black Lives Matter Movement', 'Race and Ethnicity', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']",https://www.nytimes.com/2021/09/01/arts/design/john-akomfrah.html,article,News
‘I Helped Destroy People’,2021-09-01,-0.968,"{'neg': 0.352, 'neu': 0.607, 'pos': 0.041, 'compound': -0.968}",Magazine,"Terry Albury, an idealistic F.B.I. agent, grew so disillusioned by the war on terror that he was willing to leak classified documents — and go to prison for doing it.","['Content Type: Personal Profile', 'Terrorism', 'Surveillance of Citizens by Government', 'Muslim Americans', 'Espionage and Intelligence Services', 'Classified Information and State Secrets', 'September 11 (2001)', 'Race and Ethnicity', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Civil Rights and Liberties', 'Ethics and Official Misconduct']",https://www.nytimes.com/2021/09/01/magazine/fbi-terrorism-terry-albury.html,article,News
"Joining Plastic, Glass and Metal on the Recycle List: Fake Art",2021-09-01,-0.8834,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.8834}",Arts,"Experts say discredited works of art often resurface on the market again and again, in part because their owners just won’t take no for an answer.","['Art', 'Forgery']",https://www.nytimes.com/2021/09/01/arts/design/fake-art-recycled.html,article,News
Afghanistan Before the Fall,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",World,It all happened so fast.,['Afghanistan War (2001- )'],https://www.nytimes.com/2021/09/01/world/asia/afghanistan-herat-kabul-taliban.html,article,News
The Taliban are poised to name a supreme leader and map out their government.,2021-09-01,0.8834,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8834}",World,"The Taliban are preparing to set out their new Islamic government imminently, naming Sheikh Haibatullah Akhundzada, the insurgency’s top religious leader, as the country’s supreme authority, according to a Taliban official.",[],https://www.nytimes.com/2021/09/01/world/taliban-government-afghanistan.html,article,News
Hurricane Larry Brings Snow to Parts of Greenland,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.,The storm stayed out to sea but brought a hurricane season oddity to some parts of the island: snow caused by the remnants of a tropical storm.,"['Hurricanes and Tropical Storms', 'Weather', 'Global Warming']",https://www.nytimes.com/article/tropical-storm-larry-hurricane.html,article,News
Pandemics Get Forgotten. But Not at This Museum.,2021-09-01,-0.7742,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.7742}",Arts,"The collection of the German Hygiene Museum shows that the same debates recur whenever disease breaks out, even if we don’t remember them.","['Museums', 'Medicine and Health', 'Epidemics', 'Hygiene and Cleanliness', 'Holocaust and the Nazi Era']",https://www.nytimes.com/2021/09/01/arts/design/german-hygiene-museum.html,article,News
New Zealand struggles as it tries to eliminate the Delta variant.,2021-09-01,-0.3612,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.3612}",World,"Two weeks later, New Zealand is still in lockdown, one that will last at least another 14 days.",[],https://www.nytimes.com/2021/09/01/world/new-zealand-struggles-as-it-tries-to-eliminate-the-delta-variant.html,article,News
"Kenny Malone, a premier drummer for top Nashville names, dies of Covid.",2021-09-01,-0.7964,"{'neg': 0.118, 'neu': 0.859, 'pos': 0.024, 'compound': -0.7964}",World,"Kenny Malone, a prolific Nashville session drummer whose skittering snare rhythms haunted Dolly Parton’s No. 1 country hit “Jolene” in 1973 and whose cocktail-jazz groove anchored Crystal Gayle’s crossover smash “Don’t It Make My Brown Eyes Blue” in 1977, died on Thursday from Covid-19. He was 83.",[],https://www.nytimes.com/2021/09/01/world/kenny-malone-a-premier-drummer-for-top-nashville-names-dies-of-covid.html,article,News
Five Missing After Navy Helicopter Crashes Near San Diego,2021-09-01,0.1531,"{'neg': 0.055, 'neu': 0.875, 'pos': 0.07, 'compound': 0.1531}",U.S.,"One person was rescued from a helicopter after it crashed into the sea, the Navy said.","['Helicopters', 'Aviation Accidents, Safety and Disasters', 'United States Defense and Military Forces', 'Rescues']",https://www.nytimes.com/2021/09/01/us/navy-helicopter-crash-san-diego.html,article,News
The Education Lost to the Pandemic,2021-09-01,-0.1027,"{'neg': 0.071, 'neu': 0.87, 'pos': 0.059, 'compound': -0.1027}",Podcasts,An exploration of what students didn’t learn because of the pandemic.,"['Education (K-12)', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'audio-neutral-informative']",https://www.nytimes.com/2021/09/01/podcasts/the-daily/schools-coronavirus-delta-variant.html,article,News
Why You Should Do Your Spring Planting in the Fall,2021-09-01,0.743,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.743}",Real Estate,Conventional wisdom says you should do the same tasks in the same order every year. The director of horticulture at Brooklyn Bridge Park has a better idea.,"['Gardens and Gardening', 'Birds', 'Butterflies and Moths', 'Content Type: Service', 'Autumn (Season)']",https://www.nytimes.com/2021/09/01/realestate/spring-planting-fall-gardening.html,article,News
How Language Classes Are Moving Past the Gender Binary,2021-09-01,-0.128,"{'neg': 0.055, 'neu': 0.9, 'pos': 0.045, 'compound': -0.128}",Crosswords & Games,Languages that contain only “he” and “she” pronouns pose problems for communicating about gender identity. Here’s how some language teachers are helping.,"['Language and Languages', 'Gender', 'Transgender and Transsexuals', 'Education', 'English Language', 'Spanish Language', 'French Language', 'Hebrew Language']",https://www.nytimes.com/2021/09/01/crosswords/gender-language-nonbinary.html,article,News
Ida’s wind-driven remnants pummel the New York City region.,2021-09-01,-0.25,"{'neg': 0.053, 'neu': 0.912, 'pos': 0.035, 'compound': -0.25}",U.S.,"The city shut most of its subway system and banned residents from traveling until 5 a.m., as elements of the former hurricane created life-threatening flooding.","['Hurricane Ida (2021)', 'Floods']",https://www.nytimes.com/2021/09/01/us/northeast-rain-ida-new-york.html,article,News
Has Delta Peaked?,2021-09-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Briefing,We investigate Covid’s mysterious two-month cycle.,[],https://www.nytimes.com/2021/09/01/briefing/delta-peak-covid-caseload.html,article,briefing
Meet the Spotted Skunks. They’ve Been Keeping a Secret From Us.,2021-09-01,-0.0516,"{'neg': 0.024, 'neu': 0.976, 'pos': 0.0, 'compound': -0.0516}",Science,"New research using hundreds of DNA samples showed that there are seven species of these hand-standing, stink-spraying mammals.","['SKUNKS', 'Reproduction (Biological)', 'DNA (Deoxyribonucleic Acid)', 'Research', 'your-feed-science', 'your-feed-animals']",https://www.nytimes.com/2021/09/01/science/spotted-skunks-species.html,article,News
