ID,song,artist,track_length,track_popularity,valence,danceability,energy,loudness,tempo
40TPiJpvwGIyvPjJMDTKfy,Rags2Riches 2 (feat. Lil Baby),Rod Wave,235987,72,0.298,0.874,0.443,-9.628,118.004
0zLCBJZSiELJf02ucPP9wb,Roses - Imanbek Remix,SAINt JHN,176867,68,0.863,0.769,0.719,-5.472,121.955
0nYvjcSlCgjcwogQAwIwNp,Lovin' On You,Luke Combs,194866,73,0.53,0.572,0.949,-4.865,118.974
5NOUjBikzECEJyZMTxtErD,The Code (feat. Polo G),King Von,202413,65,0.568,0.831,0.62,-8.397,133.17
6ilmDtTR9yGrZCIOnMLNQy,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,153147,69,0.388,0.779,0.642,-6.321,82.363
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),Ariana Grande,167989,77,0.661,0.789,0.742,-5.664,116.965
2HNGLb84aJu5gPbmnSuzOF,The Real Crazy Story,Kingblo Santana,184272,0,0.154,0.781,0.584,-9.857,125.977
7gCe88FGMlkyURLPxglbAo,ALWAYS DO,The Kid LAROI,151704,69,0.582,0.762,0.426,-6.865,167.827
0bMyxvtbPa7HFemLjzw0xX,Young Wheezy (with Gunna),NAV,151481,57,0.289,0.917,0.529,-3.785,122.0
7E1jVNoWuemqUryI4FxsVD,off the table (with The Weeknd),Ariana Grande,239949,66,0.382,0.411,0.522,-7.295,88.332
7Dx9Z6Aon1qPS2N0rHSWTe,just like magic,Ariana Grande,149900,70,0.464,0.719,0.607,-5.156,128.006
0c34ovpXiMWWUbKX0IavIH,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,144860,73,0.296,0.721,0.632,-6.695,92.057
3ko9jEHNt4O5fjKN65ULJp,shut up,Ariana Grande,157710,60,0.599,0.499,0.462,-5.308,127.698
3S2R0EVwBSAVMd5UMgKTL0,Thriller,Michael Jackson,357266,73,0.813,0.773,0.859,-4.913,118.459
0sci7ppTZFm4mjcH3nu8yO,nasty,Ariana Grande,200732,67,0.456,0.772,0.506,-6.558,127.894
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,221820,79,0.467,0.73,0.729,-3.434,113.011
14gkWVFMwdxBMyqBw1wmIg,safety net (feat. Ty Dolla $ign),Ariana Grande,208457,69,0.0916,0.552,0.599,-5.75,161.884
2IKJtXeR5UsaUjZB46fTOK,six thirty,Ariana Grande,183874,59,0.434,0.739,0.516,-7.154,120.109
6u7gmPOz7pzzaeR9xSBpsR,my hair,Ariana Grande,158436,63,0.372,0.686,0.526,-6.842,92.013
0q85C1JiECyYIQthz1posA,obvious,Ariana Grande,146958,62,0.26,0.624,0.672,-5.334,159.852
1whfVLMKWqAX3uk97VXsNN,west side,Ariana Grande,132278,59,0.557,0.688,0.455,-8.632,87.865
6NYtLvyThMT0oALFdJFdzq,love language,Ariana Grande,179860,61,0.553,0.688,0.573,-5.03,110.034
2PI3qpTqYowwMzOSQRuj73,Weeeeee,Trippie Redd,152920,58,0.152,0.729,0.503,-8.229,134.927
52ySvuxscDGsXUVsci1Kpa,THICK (feat. Megan Thee Stallion) - Remix,DJ Chose,205296,52,0.679,0.877,0.747,-5.873,145.162
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,215280,89,0.553,0.695,0.762,-3.497,120.042
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,257800,87,0.789,0.828,0.492,-9.744,120.151
2gHCpWktpBfyhn0Y8fJW9y,Don’t Start Now,Various Artists,183290,1,0.679,0.793,0.793,-4.521,123.95
5IUtvfNvOyVYZUa6AJFrnP,Spicy (feat. Post Malone),Ty Dolla $ign,143375,73,0.118,0.782,0.51,-5.724,99.993
0jcZ1uIHmvh6Is9T6hXOUk,The Other Guy,Luke Combs,190720,63,0.319,0.567,0.726,-4.705,141.92
3zxAw8PaqpeGZ3Pakkxv3J,Without You,Luke Combs,224986,64,0.355,0.522,0.659,-6.016,141.996
44gRhRi2OhEf7moAUj6MD1,The Bigger Picture,Lil Baby,252728,67,0.153,0.59,0.618,-5.756,96.459
6hLZzCS4E7AWo3PRBWy6az,Whole Lotta Choppas,Sada Baby,153750,54,0.277,0.926,0.762,-1.887,127.931
35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),DJ Khaled,218901,74,0.229,0.695,0.343,-10.798,85.84
0JZ29Q7sdqbgh3dYdZgImM,UN DIA (ONE DAY),Various Artists,232146,0,0.402,0.58,0.695,-8.244,168.124
35Dh5MnCUPLN3XyAVtQff3,Do It,Chloe x Halle,176786,66,0.566,0.725,0.668,-7.286,82.966
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,239560,92,0.551,0.613,0.581,-8.588,130.033
1VSuFS7PahCN3SWbOcQ98m,forget me too (feat. Halsey),Machine Gun Kelly,171620,73,0.522,0.654,0.875,-4.845,99.975
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,166028,81,0.905,0.734,0.874,-3.158,122.953
5avVDmK9FVJpd3MDO8I3Zl,"Wine, Beer, Whiskey",Little Big Town,196160,69,0.784,0.727,0.914,-5.85,106.021
3QGppKBPd9gHOgHJzRbVIw,Hate The Way (feat. blackbear),G-Eazy,214363,58,0.361,0.569,0.865,-3.844,82.011
0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,Marshmello,159862,69,0.263,0.743,0.837,-5.025,103.072
1OuyMPCqofurcdWwYPDj3W,Canceled - Remix,Larray,164000,56,0.714,0.659,0.712,-10.202,160.031
6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,21 Savage,193591,87,0.202,0.847,0.733,-6.439,130.029
4JUPEh2DVSXFGExu4Uxevz,Ice Cream (with Selena Gomez),BLACKPINK,177813,70,0.91,0.79,0.701,-4.81,159.972
6wQlQrTY5mVS8EGaFZVwVF,Smile (with The Weeknd),Juice WRLD,196180,72,0.306,0.694,0.685,-6.535,158.831
3H7ihDc1dqLriiWXwsc2po,Breaking Me,Topic,166793,78,0.664,0.789,0.72,-5.652,122.031
6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,169531,76,0.419,0.846,0.48,-8.618,143.029
2oWuBmQtYMx3LEgahIsJvs,I Called Mama,Tim McGraw,212146,52,0.514,0.499,0.619,-7.054,86.185
6mADjHs6FXdroPzEGW6KVJ,bloody valentine,Machine Gun Kelly,205158,71,0.506,0.533,0.858,-4.212,160.057
1mohfLaTJtB2RplHLQVM70,La Jeepeta - Remix,Nio Garcia,345240,74,0.786,0.815,0.715,-4.65,176.007
67jvGGbJmOmVonlyX3mNkV,Caramelo - Remix,Ozuna,233160,77,0.586,0.755,0.772,-4.539,168.062
5W3z7a1dBlERTBAye0murh,Pardon (feat. Lil Baby),T.I.,259958,51,0.901,0.955,0.587,-5.894,111.975
3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,197760,74,0.161,0.825,0.458,-7.47,145.115
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),JP Saxe,208687,79,0.604,0.464,0.473,-10.086,75.801
2fTdRdN73RgIgcUZN33dvt,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,175873,63,0.506,0.737,0.867,-2.259,98.05
5P3oaNpPDVLRJsL3152SEs,Cool Again,Kane Brown,164668,60,0.773,0.608,0.735,-5.497,90.007
1Wt5tponmRQp7JgasjIvSf,Rich N*gga Sh*t (feat. Young Thug),21 Savage,190330,41,0.599,0.82,0.718,-5.417,97.994
7fxSLnklnayJNBIKntXedZ,Slidin,21 Savage,185036,71,0.382,0.774,0.706,-6.494,152.891
3CDVMejYHnB1SkEEx0T1N4,Many Men,21 Savage,201856,71,0.281,0.635,0.793,-4.333,77.594
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,Clairo,188386,81,0.641,0.744,0.619,-9.805,112.997
6nfqlFOMiWthaOEa53uU0v,Fallin’ (Adrenaline),Why Don't We,216504,63,0.233,0.606,0.9,-4.504,133.963
4SCnCPOUOUXUmCX2uHb3r7,Outta Time (feat. Drake),Bryson Tiller,198821,69,0.338,0.714,0.582,-7.272,92.819
42Tohunwlh34o0mgxYx5iq,My Dawg,21 Savage,181715,63,0.364,0.831,0.532,-5.319,140.105
4V9ynsDPwHtdItksqjuRu0,Brand New Draco,21 Savage,202420,66,0.439,0.697,0.709,-6.642,155.023
4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,BLACKPINK,194765,75,0.448,0.654,0.707,-5.661,127.97
3WaDoMDQRqDdgtCDLxanpN,Snitches & Rats (feat. Young Nudy),21 Savage,187772,62,0.494,0.821,0.671,-5.893,145.953
7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,182200,76,0.646,0.672,0.855,-3.764,123.056
50I7FNN2rl2rWiNwGxS146,No Opp Left Behind,21 Savage,194214,65,0.26,0.823,0.703,-2.691,178.043
6higdpilQBtxJDp1vUuPaw,Steppin On N*ggas,21 Savage,140832,26,0.726,0.842,0.646,-3.897,89.517
1wGnp7ejkCuXRsehXx0PNP,RIP Luv,21 Savage,214192,72,0.0657,0.63,0.399,-9.869,183.016
1LV5cAo02H8h5YlZNcjULM,Always Forever,Bryson Tiller,170053,60,0.326,0.605,0.489,-7.234,147.341
4SVTus5gJc5cfkFZ8ELK1p,Years Go By,Bryson Tiller,179976,55,0.0658,0.374,0.577,-7.085,184.201
11XegnWeJHBDtj9IsNwngu,Said N Done,21 Savage,231831,63,0.479,0.775,0.566,-6.661,160.351
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Future,237735,78,0.508,0.676,0.609,-5.831,142.037
5MwynWK9s4hlyKHqhkNn4A,Chasin' You,Morgan Wallen,205453,84,0.489,0.631,0.591,-5.785,97.074
3DA4SE262k6rdEtlHteNyq,Die From A Broken Heart,Maddie & Tae,188320,71,0.443,0.596,0.522,-6.633,76.042
6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),Lil Baby,181929,76,0.564,0.926,0.542,-5.064,135.14
4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),Doja Cat,163173,76,0.405,0.879,0.498,-6.027,106.044
58AGoOGbwsQMhBbH0eFLRR,Over Now (with The Weeknd),Calvin Harris,210795,71,0.679,0.612,0.884,-4.113,178.043
2ST72jD2KVe7f3fbcGyX1b,Nobody's Love,Maroon 5,211253,66,0.157,0.485,0.567,-6.456,93.676
5CBnWXD8M7e8Q6WubFLtXy,Better,ZAYN,174520,62,0.0962,0.696,0.409,-7.135,84.652
3k0YJnqMKRZb8swo86vCkq,drunk face,Machine Gun Kelly,143900,69,0.344,0.691,0.77,-4.578,90.024
1viv9gZMZM3LVpES0pxvHg,"Ay, DiOs Mío!",Various Artists,189840,1,0.522,0.715,0.706,-4.423,179.997
6wxQ60q4I3qWNjwBgftVN0,Money Over Fallouts,Tory Lanez,282106,44,0.444,0.568,0.665,-7.356,124.741
69HzZ3ti9DLwb0GdWCGYSo,Moral of the Story,Ashe,201016,78,0.269,0.569,0.403,-8.618,119.819
3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,237893,80,0.779,0.787,0.673,-4.583,110.962
55CHeLEfn5iJ0IIkgaa4si,Savage,Megan Thee Stallion,155497,70,0.68,0.843,0.741,-5.609,168.983
22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,Lil Mosey,162546,76,0.349,0.774,0.554,-7.909,99.034
77Xwqkw7VrV8E5FCq9JhO8,Dolly (with Lil Uzi Vert),Lil Tecca,179813,57,0.589,0.664,0.586,-7.813,88.502
7IECs9d4Rrlpa7tiHOCE1w,My Window (feat. Lil Wayne),YoungBoy Never Broke Again,192000,60,0.571,0.778,0.662,-6.081,149.935
5kTn07V96U8LyoQgz6DZzX,When You Down (with Polo G feat. Lil Durk),Lil Tecca,193013,59,0.308,0.514,0.634,-6.514,76.181
4GurWpxvH3NoWz9f9wirPq,Wet (She Got That…),YFN Lucci,209848,54,0.316,0.695,0.642,-6.13,128.022
1iyE0UwRtLUBf9OqLfFGSp,Lonely If You Are,Chase Rice,176728,63,0.819,0.681,0.726,-5.1,84.979
1jWHtG4UXwH7JkEGY559Pa,Drug Addiction,YoungBoy Never Broke Again,164649,63,0.676,0.819,0.738,-5.159,139.957
33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),Big Sean,199758,75,0.325,0.724,0.675,-5.267,160.048
7yFhA2fUsL2oIMWlw5DaHQ,The Bones,Maren Morris,197293,74,0.334,0.612,0.57,-6.642,77.004
1Y3TlYJNhIa7k4YAvFkJAB,One Margarita,Luke Bryan,193426,69,0.738,0.641,0.842,-4.872,89.997
07mnxqYqssab1EEBynCuQ4,Gone Too Soon,Andrew Jannakos,169254,54,0.459,0.529,0.723,-6.022,119.942
7CdoE8U5DwrwCaLoyf3ME0,All In,YoungBoy Never Broke Again,156662,67,0.279,0.511,0.654,-6.133,154.868
6sk8haR99TFmwp9S5U7fac,Dead Trollz,YoungBoy Never Broke Again,209528,60,0.761,0.524,0.832,-4.351,111.142
16oNc3gAxjqO7ifVoEYqCR,Cross Roads,YoungBoy Never Broke Again,168045,56,0.439,0.714,0.722,-5.685,143.019
17BBRv0iYOVlcbMjJUSfBO,The Last Backyard...,YoungBoy Never Broke Again,156130,54,0.815,0.592,0.691,-6.325,159.708
6FiySur7YZL0Kff2YVGsEB,Right Foot Creep,YoungBoy Never Broke Again,159085,68,0.815,0.725,0.79,-4.773,157.99
47qZzTLLJcuD69AIKnquo4,One Night Standards,Ashley McBryde,190973,65,0.611,0.537,0.686,-5.022,78.052
6fMzgFFGzWCwiHMzDzNpp5,Lets Link,WhoHeem,159955,62,0.522,0.839,0.683,-9.232,120.003
0nEWVyeYLtIi3JUHpASGiU,Dirty Stick,YoungBoy Never Broke Again,169952,55,0.349,0.614,0.789,-4.859,106.704
25zlnOAzbVoOzIeXSvQFf1,Got It On Me,Pop Smoke,164579,77,0.195,0.688,0.647,-7.258,88.834
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,173333,83,0.348,0.726,0.431,-8.765,144.026
4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Justin Bieber,212866,77,0.874,0.806,0.546,-6.637,147.986
5RqR4ZCCKJDcBLIn4sih9l,Party Girl,StaySolidRocky,147800,74,0.629,0.728,0.431,-9.966,130.022
61FfbHfk4qT8ZzNA5dqN9j,Finesse Out The Gang Way (feat. Lil Baby),Lil Durk,186283,64,0.495,0.736,0.887,-4.159,100.501
4VLTxHOyFX5FRtkpsFm5Pc,Lithuania (feat. Travis Scott),Big Sean,199250,55,0.618,0.676,0.82,-5.217,152.028
2CDcXWYWilHTXrsOXJza8n,Deep Reverence (feat. Nipsey Hussle),Big Sean,231351,55,0.265,0.631,0.848,-4.839,91.879
4lSfhHd5Knwl8yQw2cVjAD,Why We Drink,Justin Moore,211430,65,0.724,0.624,0.903,-3.046,116.99
527k23H0A4Q0UJN3vGs0Da,After Party,Don Toliver,167915,79,0.453,0.629,0.692,-8.045,162.948
6FXsrAH7Zol1jusSeJIoYA,"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)",Big Sean,224770,52,0.53,0.711,0.838,-3.553,80.024
46hDiH4YvAWXE04GskkIHS,Why Would I Stop?,Big Sean,152263,52,0.218,0.778,0.727,-6.115,119.972
1cMMVJ4FDqhCci9efd1BU6,Need It (feat. YoungBoy Never Broke Again),Migos,195680,69,0.898,0.852,0.747,-3.666,148.005
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,228482,82,0.537,0.597,0.45,-6.658,178.765
5o6dFqafETxZNqUFt9ZqAC,Be A Light,Thomas Rhett,173960,60,0.261,0.507,0.493,-6.676,97.85
0clSHsrHl2irBkObcLEZqS,I Love My Country,Florida Georgia Line,185466,57,0.636,0.525,0.94,-3.546,140.093
7Ce11Oh1kConF6UlkBWnaZ,God Whispered Your Name,Keith Urban,232165,54,0.5,0.594,0.6,-6.712,145.967
7dH9TPjTWQ60wOJkmYay8a,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,174729,66,0.46,0.761,0.517,-6.916,147.912
2Kv3JWOzRJsaen5vjmTVJL,Expensive (feat. Nicki Minaj),Ty Dolla $ign,135740,53,0.266,0.866,0.531,-6.859,99.069
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor’s Version) (From The Vault),Taylor Swift,311765,84,0.543,0.671,0.588,-4.675,96.965
693NFnfJZt16AFDaZqlflo,Done,Chris Janson,220120,63,0.763,0.565,0.835,-3.379,105.007
09YHm6IkdZko28KdEbXtPb,Girl Of My Dreams,Rod Wave,159733,70,0.352,0.637,0.562,-7.348,75.041
0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,196652,84,0.642,0.896,0.586,-6.687,116.971
551xyaSJsg8hILXFq9JdST,"The Plan - From the Motion Picture ""TENET""",Travis Scott,185850,62,0.0363,0.433,0.443,-10.568,79.903
661wc0CTq5MbppEG6zYP5n,Spicy (feat. Fivio Foreign & A$AP Ferg),Nas,166523,57,0.152,0.724,0.603,-6.553,180.02
0ada5XsQGLPUVbmTCkAP49,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,160212,73,0.647,0.701,0.65,-6.313,90.003
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),Taylor Swift,285634,81,0.152,0.298,0.38,-8.426,75.602
3JKgcAa7r07ocVWcV8bS0H,21,Polo G,163797,77,0.533,0.783,0.479,-10.646,176.027
7ge7BHazYbVKi8qyZUX1Bm,Emotionally Scarred,Lil Baby,197529,73,0.266,0.585,0.641,-4.269,88.284
0kPeZAyIhIfeZNrtfjJGDB,Bluebird,Miranda Lambert,209760,71,0.613,0.661,0.633,-5.986,81.984
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,247058,74,0.837,0.834,0.454,-9.75,81.618
14wf185UxfNbSy8dwt4r4q,MAMACITA,Black Eyed Peas,249142,69,0.428,0.894,0.635,-6.929,105.013
4K06PO78fW4mnBVenxGNob,Conversations,Juice WRLD,181661,76,0.57,0.747,0.622,-5.825,159.93
5dOxHHMOFAbG3VH23t0xNm,Righteous,Juice WRLD,242180,74,0.225,0.706,0.625,-7.426,142.948
7MN8RYSofZsFROBlEOAzXq,Past Life (with Selena Gomez),Trevor Daniel,186480,64,0.283,0.575,0.543,-5.062,159.905
5kkaSMcf4BFlhRRICCKZb6,Something Special,Pop Smoke,158466,70,0.654,0.739,0.616,-6.963,91.071
10xuH52YSXHWFwCaF1fsDd,Hard To Forget,Sam Hunt,204760,67,0.664,0.689,0.689,-5.517,130.069
64NX4R1rgHb1LMLDAnNNPp,Letter From Houston,Rod Wave,173893,70,0.75,0.679,0.574,-10.431,156.036
28uL97M3whSL1UWqr7hsNh,One Big Country Song,LOCASH,193026,59,0.553,0.547,0.822,-2.85,81.981
4RAx7olzEuHXZsIyZPK0kN,Freestyle,Rod Wave,174745,57,0.458,0.756,0.657,-8.709,76.987
5wWAwzGp2OaaoIkwcz6wZs,Life's A Mess (feat. Halsey),Juice WRLD,202193,71,0.177,0.63,0.446,-8.9,143.078
5esKpsrB3TbGHwFaAjIGMx,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,146009,53,0.0653,0.809,0.68,-4.883,143.988
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,172761,76,0.452,0.63,0.633,-7.088,93.995
0Aqi7ArnBrGblW5T6p2jmD,Falling,Trevor Daniel,159381,79,0.236,0.785,0.431,-8.756,127.085
1Z0cZI0UzNbP9L8MzzGxqf,Walk Em Down (feat. Roddy Ricch),NLE Choppa,173288,76,0.645,0.867,0.744,-5.171,84.005
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift,230999,78,0.706,0.686,0.662,-8.505,147.922
1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,Taylor Swift,255893,81,0.111,0.456,0.263,-10.63,129.86
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,261922,92,0.403,0.532,0.623,-9.208,89.937
6VsvKPJ4xjVNKpI8VVZ3SV,invisible string,Taylor Swift,252880,79,0.45,0.653,0.452,-11.143,83.433
5kI4eCXXzyuIUXjQra0Cxi,betty,Taylor Swift,294521,79,0.502,0.593,0.377,-8.761,95.939
1gIlID64VBhXDDnzGDdn09,NO DRIBBLE (feat. Stunna 4 Vegas),DaBaby,162680,50,0.762,0.775,0.58,-6.83,130.032
0ZNU020wNYvgW84iljPkPP,mirrorball,Taylor Swift,208977,81,0.379,0.553,0.413,-10.037,110.107
0fCwrjKfWxF3xQhZrYUw4T,Blood On My Jeans,Juice WRLD,154767,71,0.464,0.868,0.55,-6.417,117.943
1ZvBVbsaNqHEP6ymXaPGlj,Lion King On Ice,J. Cole,210586,59,0.227,0.732,0.663,-7.616,139.964
6KJqZcs9XDgVck7Lg9QOTC,seven,Taylor Swift,208906,77,0.415,0.596,0.488,-10.769,94.926
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,195097,79,0.412,0.515,0.476,-9.843,135.886
2NmsngXHeC1GQ9wWrzhOMf,illicit affairs,Taylor Swift,190898,81,0.46,0.559,0.31,-10.445,119.845
2QDyYdZyhlP2fp79KZX8Bi,mad woman,Taylor Swift,237258,72,0.506,0.592,0.699,-8.995,141.916
5772ImBmoPJ983fMrrp1ik,The Climb/Reality (Zoom Back Camera),Alejandro Jodorowsky,253226,10,0.0385,0.0787,0.125,-17.171,67.925
1EXa37LpSvi3OQ9UYQ28rD,epiphany,Taylor Swift,289746,70,0.103,0.317,0.254,-13.679,93.933
7MbT4I8qGntX4fMdqMQgke,peace,Taylor Swift,234000,73,0.339,0.647,0.272,-12.906,150.044
6MWoRt97mnSTXZhu3ggi9C,hoax,Taylor Swift,220042,72,0.429,0.662,0.181,-15.065,118.819
4lH5L59hPQGr05aJyb2Q2E,GO (feat. Juice WRLD),The Kid LAROI,181688,73,0.522,0.487,0.74,-4.973,73.779
5jbDih9bLGmI8ycUKkN5XA,Perfect,Logic,100291,69,0.648,0.769,0.829,-5.228,159.943
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,158571,78,0.694,0.878,0.525,-6.832,112.022
1YM6c2sxbf2Jacl9IFgn4I,Titanic,Juice WRLD,176649,67,0.234,0.567,0.545,-6.668,174.146
21CkzgKCBCq5V4XKjiGSIj,Stay High,Juice WRLD,168684,75,0.433,0.745,0.5,-6.184,76.968
7d94IqWX2UmSKMGUYSGFJG,Bad Energy,Juice WRLD,186749,68,0.532,0.654,0.452,-6.36,138.034
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,165977,77,0.28,0.716,0.537,-7.648,129.979
5JAYDuLRkODlVt6dgoalKk,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,180129,67,0.394,0.66,0.76,-5.726,127.984
7pbg3ABlAZv2NiIdKbBBFm,Up Up And Away,Juice WRLD,147547,69,0.486,0.661,0.665,-6.356,75.059
0440JCJyIAmINA8KcYgFb5,Fighting Demons,Juice WRLD,200628,66,0.235,0.707,0.67,-6.328,163.099
0nGXi46VcQQ56ZJR428MKS,Does To Me (feat. Eric Church),Luke Combs,223320,70,0.638,0.616,0.849,-4.897,113.065
7AvprzMsRJpybaalckaT8c,Man Of The Year,Juice WRLD,136408,70,0.298,0.621,0.695,-5.124,173.966
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Drake,220487,82,0.0397,0.735,0.449,-7.507,122.947
2QqJTIlGKRLJC3onkavYEz,Flex (feat. Juice WRLD),Polo G,163902,75,0.35,0.752,0.673,-5.792,164.009
4F6YLjakjqWFTgC5qfEwPQ,Screw Juice,Juice WRLD,179464,65,0.515,0.595,0.528,-7.371,150.075
3NWrHCwvyII4fTx05PN3IO,Enjoy Yourself (feat. Karol G),Pop Smoke,197938,67,0.461,0.764,0.676,-6.761,97.02
38iBrrbbXyWaSPkmuDNgjZ,The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,264833,62,0.588,0.88,0.787,-5.189,113.018
2SVx3uds6jTWALFxevIWMA,I Want It,Juice WRLD,173113,65,0.147,0.288,0.638,-6.935,66.424
1hg3RlqFZXJb5YgRoK9qmF,Gangstas,Pop Smoke,160000,72,0.557,0.548,0.506,-7.434,119.987
6qwLieyhZ2vhn3xuIOrw32,Let It Go,Summer Walker,191586,51,0.217,0.651,0.477,-6.775,112.668
2aSM4sbNN7cSmpYOG0sf46,My Affection (with PARTYNEXTDOOR),Summer Walker,213933,59,0.233,0.632,0.495,-8.335,77.083
6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo),Pop Smoke,175756,63,0.432,0.713,0.605,-7.487,142.025
7idmHTAQQPUFqdjXkoooXD,Beer Can’t Fix,Thomas Rhett,209733,72,0.939,0.711,0.774,-4.068,111.016
7qRVyZDt1Caftkk8CQlKtk,Here And Now,Kenny Chesney,171493,58,0.706,0.506,0.813,-3.575,147.996
7sjFIZ1g5QLJLGja3k592K,44 BullDog,Pop Smoke,150857,63,0.318,0.8,0.564,-5.817,139.989
1XdbvPWz4lhyRBMz9cBy8b,GOOBA,6ix9ine,132303,72,0.393,0.611,0.688,-5.688,178.462
79s5XnCN4TJKTVMSmOx8Ep,Dior,Pop Smoke,216386,83,0.648,0.548,0.805,-5.732,142.094
0bjgQ24UZGwKikldIyEOgf,Yea Yea,Pop Smoke,185803,59,0.448,0.717,0.474,-8.383,123.906
4TgHt7vKCimpywaiKfl0uj,Make It Rain,Pop Smoke,204000,59,0.565,0.54,0.77,-3.981,159.494
2FhEj9lvEIaJihjFprRrGt,Snitching (feat. Quavo & Future),Pop Smoke,259346,56,0.769,0.944,0.579,-4.961,135.033
4OGIeHtYhRTJ8iW21UUyZW,Bad Bitch From Tokyo (Intro),Pop Smoke,48000,57,0.674,0.645,0.64,-6.871,140.248
3eV2WT9YhfzkxbufnBF8wK,Creature (feat. Swae Lee),Pop Smoke,202815,66,0.372,0.794,0.717,-5.73,141.881
1JDhNQ0oOT7XpclZn3aQ8F,West Coast Shit (feat. Tyga & Quavo),Pop Smoke,192000,57,0.495,0.831,0.762,-5.656,99.999
48KXAIruJ07kJVCWOGohMV,P*$$Y Fairy (OTW),Jhené Aiko,181860,70,0.35,0.572,0.519,-7.092,128.331
7mEUjhl6aTztdHCrxoTgBG,Wash Us In The Blood,Kanye West,189827,59,0.381,0.67,0.847,-4.85,137.22
4Tc9PHEoeP17PQj3OOKXPu,Diana (feat. King Combs),Pop Smoke,188976,56,0.546,0.794,0.792,-6.889,126.994
2SxR5RitJdsG6wINvJLBSD,Tunnel Vision (Outro),Pop Smoke,132587,55,0.659,0.718,0.66,-7.39,142.879
3JwxpSpGaXmGqLwWN6D6eC,TROLLZ (with Nicki Minaj),6ix9ine,202666,64,0.493,0.744,0.422,-8.946,180.006
1z6wl2rwKatfmza6usanWw,After A Few,Travis Denning,213493,61,0.695,0.617,0.849,-4.316,106.998
4SFknyjLcyTLJFPKD2m96o,How You Like That,BLACKPINK,182956,80,0.344,0.812,0.761,-5.222,130.032
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,Bad Bunny,172127,77,0.453,0.86,0.758,-5.16,97.014
2IuazAsyvbb3fFZb0Uvsmk,In Between,Scotty McCreery,221600,56,0.393,0.592,0.928,-5.402,121.996
6EfBMJQwe2xLgldra6DaYp,YAYA,6ix9ine,149857,58,0.354,0.672,0.733,-5.377,105.043
