headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
Britain Presses U.S. to Avoid Death Penalty for ISIS Suspects,2018-03-01,-0.9578,0.18888888888888888,U.S.,"The British, who have threatened to withhold important evidence about the two men as leverage, also want them prosecuted in a civilian court, rather than being taken to Guantánamo Bay.","['Detainees', 'Terrorism', 'Military Tribunals', 'Kidnapping and Hostages']",https://www.nytimes.com/2018/02/28/us/politics/britain-death-penalty-isis.html,article,News,"{'neg': 0.276, 'neu': 0.683, 'pos': 0.041, 'compound': -0.9578}"
What to Watch if You Loved the Best-Picture Nominees,2018-03-01,0.8779,0.3444444444444445,Watching,"Can’t get enough? We’ve matched several excellent films to each nominee, based on context, influence and wanton speculation, all of them ready to stream.","['Movies', 'Academy Awards (Oscars)']",https://www.nytimes.com/2018/02/28/watching/oscars-best-picture-nominees-influences.html,article,News,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.8779}"
Walmart to Raise Age to Buy Guns and Ammunition to 21,2018-03-01,0.0,0.16666666666666666,Business Day,"Walmart joined Dick’s Sporting Goods in changing its firearms policy on Wednesday amid a national debate on guns after the school shooting in Parkland, Fla.","['Gun Control', 'Firearms']",https://www.nytimes.com/2018/02/28/business/walmart-gun-age-increase.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Is Bitcoin a Waste of Electricity, or Something Worse?",2018-03-01,-0.5859,-0.006666666666666665,Business Day,America has a productivity problem. One explanation may be the growing use of real resources to make virtual products.,"['Bitcoin (Currency)', 'Electric Light and Power', 'United States Economy', 'Labor and Jobs', 'Productivity']",https://www.nytimes.com/2018/02/28/business/economy/bitcoin-electricity-productivity.html,article,News,"{'neg': 0.119, 'neu': 0.844, 'pos': 0.037, 'compound': -0.5859}"
"Raymond Danowski, Stockpiler of Poetry, Is Dead at 74",2018-03-01,-0.6486,-0.008333333333333338,New York,"A son of the Bronx amassed 75,000 books, believed to be the largest private library of 20th-century poetry in English. He gave it all to Emory University.","['Poetry and Poets', 'Libraries and Librarians', 'Collectors and Collections', 'Deaths (Obituaries)']",https://www.nytimes.com/2018/02/28/nyregion/raymond-danowski-collector-of-75000-poetry-books-dies-at-74.html,article,Obituary (Obit),"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.6486}"
"Sean Lavery, Ballet Star in a Shortened Career, Dies at 61",2018-03-01,-0.743,0.1174242424242424,Obituaries,He was one of New York City Ballet’s main dancers until a spinal tumor sidelined him.,"['Dancing', 'Deaths (Obituaries)']",https://www.nytimes.com/2018/02/28/obituaries/sean-lavery-ballet-star-in-a-shortened-career-dies-at-61.html,article,Obituary (Obit),"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.743}"
"U.S. Banks on Diplomacy With North Korea, but Moves Ahead on Military Plans",2018-03-01,-0.6808,-0.005555555555555559,World,The American military is looking at everything from troop rotations to surveillance to casualty evacuations should it be ordered to take action against North Korea.,"['United States Defense and Military Forces', 'United States International Relations', 'United States Politics and Government', 'Embargoes and Sanctions', 'Civilian Casualties']",https://www.nytimes.com/2018/02/28/world/asia/us-north-korea-military-war-planning.html,article,News,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.6808}"
"As Elections Near, Egypt Finds a New Target: Foreign News Media",2018-03-01,-0.8176,-0.05550964187327825,World,"Egypt’s prosecutor, blaming the “forces of evil” for negative coverage, warned of legal action against news outlets on Thursday.","['Freedom of the Press', 'News and News Media', 'Elections', 'Censorship', 'Freedom of Speech and Expression']",https://www.nytimes.com/2018/02/28/world/middleeast/egypt-elections-news-media.html,article,News,"{'neg': 0.159, 'neu': 0.814, 'pos': 0.027, 'compound': -0.8176}"
"Exxon Mobil Scraps a Russian Deal, Stymied by Sanctions",2018-03-01,0.8606,0.21666666666666667,Business Day,A deepwater exploration agreement with the state-run oil company Rosneft was once one of Exxon’s most promising agreements.,"['Oil (Petroleum) and Gasoline', 'Embargoes and Sanctions', 'United States International Relations']",https://www.nytimes.com/2018/02/28/business/energy-environment/exxon-russia.html,article,News,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.8606}"
How China’s Media Sold Xi Jinping’s Power Grab,2018-03-01,-0.128,0.07555555555555556,World,"Soon after China’s Communist Party announced a plan to end presidential term limits, its censors and propaganda machine kicked into high gear. Here’s how it unfolded.","['Term Limits (Political Office)', 'Politics and Government', 'Freedom of the Press', 'Propaganda', 'Censorship']",https://www.nytimes.com/video/world/asia/100000005771054/how-chinas-media-sold-xi-jinpings-power-grab.html,multimedia,Video,"{'neg': 0.084, 'neu': 0.862, 'pos': 0.054, 'compound': -0.128}"
"Egypt Is Using Banned U.S.-Made Cluster Munitions in Sinai, Rights Group Says",2018-03-01,-0.9022,0.011111111111111108,World,The use of such weapons would violate an international treaty and possibly American laws regarding recipients of American military aid.,"['Cluster Munitions', 'Human Rights and Human Rights Violations', 'United States Defense and Military Forces']",https://www.nytimes.com/2018/02/28/world/middleeast/egypt-cluster-munitions-sinai-us-amnesty-international.html,article,News,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.9022}"
Donald Trump Gets a Lesson From That ‘Very Bad Judge’,2018-03-01,-0.7906,-0.4133333333333332,Opinion,Can you guess which man is the model public servant?,"['United States Politics and Government', 'Decisions and Verdicts', 'Courts and the Judiciary', 'Border Barriers']",https://www.nytimes.com/2018/02/28/opinion/trump-wall-mexico-judge.html,article,Editorial,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.7906}"
Wells Fargo Accused of Harming Fraud Victims by Closing Accounts,2018-03-01,-0.971,-0.058333333333333334,Business Day,"A lawsuit by a former employee claims that when customers complained of fraudulent activity in their accounts, the bank closed the accounts instead of investigating them.","['Frauds and Swindling', 'Banking and Financial Institutions', 'Consumer Protection', 'Whistle-Blowers']",https://www.nytimes.com/2018/02/28/business/wells-fargo-fraud-closing-accounts.html,article,News,"{'neg': 0.365, 'neu': 0.56, 'pos': 0.075, 'compound': -0.971}"
China’s Censors Ban Winnie the Pooh and the Letter ‘N’ After Xi’s Power Grab,2018-03-01,-0.7184,0.05555555555555555,World,Censors swung into action after Mr. Xi’s bid to become leader for life resurrected memories of Mao’s personality cult and the feverish emotions that it created.,"['Term Limits (Political Office)', 'Politics and Government', 'Censorship', 'Cultural Revolution', 'Winnie-the-Pooh (Fictional Character)', 'Polls and Public Opinion']",https://www.nytimes.com/2018/02/28/world/asia/china-censorship-xi-jinping.html,article,News,"{'neg': 0.119, 'neu': 0.851, 'pos': 0.03, 'compound': -0.7184}"
Kushner’s Family Business Received Loans After White House Meetings,2018-03-01,0.0,0.047619047619047616,Business Day,"Apollo, the private equity firm, and Citigroup made large loans last year to the family real estate business of Jared Kushner, President Trump’s senior adviser.","['United States Politics and Government', 'Conflicts of Interest', 'Ethics and Official Misconduct']",https://www.nytimes.com/2018/02/28/business/jared-kushner-apollo-citigroup-loans.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Brooklyn Man Arrested in Fatal Bombing That Police Say Missed Its Target,2018-03-01,-0.9229,-0.10833333333333334,New York,"The suspect, Victor Kingsley, wanted revenge against police officers for his 2014 arrest, but he had the wrong address, according to a federal agent.","['Bombs and Explosives', 'Murders, Attempted Murders and Homicides']",https://www.nytimes.com/2018/02/28/nyregion/brooklyn-queens-bombing-arrest.html,article,News,"{'neg': 0.281, 'neu': 0.695, 'pos': 0.024, 'compound': -0.9229}"
Ackman Ends His 5-Year Fight With Herbalife,2018-03-01,-0.6249,0.033333333333333326,Business Day,The activist investor William A. Ackman has unloaded his remaining positions in the company — a bet that at one time had been valued at $1 billion by his Pershing Square Capital Management.,"['Stocks and Bonds', 'Hedge Funds']",https://www.nytimes.com/2018/02/28/business/dealbook/ackman-herbalife-pershing-square.html,article,News,"{'neg': 0.121, 'neu': 0.835, 'pos': 0.044, 'compound': -0.6249}"
China Envoy Seeks to Defuse Tensions With U.S. as a Trade War Brews,2018-03-01,-0.4939,0.20416666666666666,U.S.,China has sent a top economic adviser to the United States to restore dialogue and quash a trade war. He faces long odds.,"['United States Politics and Government', 'International Trade and World Market', 'Trans-Pacific Partnership']",https://www.nytimes.com/2018/02/28/us/politics/china-envoy-seeks-to-defuse-tensions-with-us-as-a-trade-war-brews.html,article,News,"{'neg': 0.162, 'neu': 0.694, 'pos': 0.144, 'compound': -0.4939}"
"After a Concussion, Clint Frazier Turns to Bottled Water",2018-03-01,-0.6486,0.08333333333333333,Sports,"The Yankees’ handling of Frazier’s concussion, which was diagnosed two days after a collision, illustrated the murkiness that still surrounds treating brain injuries in sports.","['Sports Injuries', 'Concussions', 'Baseball']",https://www.nytimes.com/2018/02/28/sports/baseball/clint-frazier-yankees-concussion.html,article,News,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.6486}"
"Quotation of the Day: Trump Warms to Gun Limits, Jolting N.R.A.",2018-03-01,-0.0772,0.16666666666666666,Today’s Paper,"Quotation of the Day for Thursday, March 1, 2018.",[],https://www.nytimes.com/2018/02/28/todayspaper/quotation-of-the-day-trump-warms-to-gun-limits-jolting-nra.html,article,Quote,"{'neg': 0.062, 'neu': 0.883, 'pos': 0.055, 'compound': -0.0772}"
"President Trump’s Contradictory, and Sometimes False, Comments About Gun Policy to Lawmakers",2018-03-01,-0.6705,-0.058333333333333355,U.S.,The president mixed facts and falsehoods while discussing gun policy and potential solutions with legislators.,"['Gun Control', 'United States Politics and Government', 'Sutherland Springs, Tex, Shooting (2017)']",https://www.nytimes.com/2018/02/28/us/politics/fact-checking-trump-guns-cabinet-room.html,article,News,"{'neg': 0.157, 'neu': 0.806, 'pos': 0.037, 'compound': -0.6705}"
